Species,CommonNameBL,sumDiffPC1,sumDiffPC2,FemalePC1sum,MalePC1sum,FemalePC2sum,MalePC2sum,Species
Gavia_arctica,Arctic Loon,0.484814,0.001516,9.1647,9.6496,1.21263277,1.214149019,Gavia_arctica
Gavia_immer,Common Loon,-0.135363,0.555844,1.8657,1.7303,1.419765359,1.97560948,Gavia_immer
Gavia_stellata,Red-throated Loon,-0.410081,-0.508003,7.2973,6.8872,0.287941272,-0.220061533,Gavia_stellata
Geococcyx_californianus,Greater Roadrunner,0.150556,-2.520606,15.2715,15.4221,1.451498492,-1.06910768,Geococcyx_californianus
Geopelia_humeralis,Bar-shouldered Dove,2.065312,-1.165099,11.0331,13.0984,3.891668279,2.726569113,Geopelia_humeralis
Geopelia_striata,Zebra Dove,-1.378963,1.878037,4.1382,2.7592,-1.706008965,0.172027589,Geopelia_striata
Geothlypis_trichas,Common Yellowthroat,-2.30234,-1.965691,-0.3096,-2.6119,-4.140334319,-6.106024989,Geothlypis_trichas
Gerygone_chloronota,Green-backed Gerygone,-0.539687,0.596223,8.4644,7.9248,1.747813739,2.344036496,Gerygone_chloronota
Gerygone_chrysogaster,Yellow-bellied Gerygone,-4.698588,0.002899,1.5887,-3.1099,-0.080739844,-0.077841098,Gerygone_chrysogaster
Gerygone_cinerea,Mountain Gerygone,-1.065228,0.797296,4.0815,3.0163,0.977456433,1.774752882,Gerygone_cinerea
Gerygone_fusca,Western Gerygone,0.425584,-0.471184,6.7208,7.1464,0.356471779,-0.114712622,Gerygone_fusca
Gerygone_levigaster,Mangrove Gerygone,-0.85436,-1.288168,6.8723,6.0179,1.777497478,0.489329884,Gerygone_levigaster
Gerygone_magnirostris,Large-billed Gerygone,1.081201,0.150106,3.245,4.3262,0.192553349,0.342658917,Gerygone_magnirostris
Gerygone_mouki,Brown Gerygone,-1.444094,-0.255988,-2.0048,-3.4489,0.918612266,0.662624105,Gerygone_mouki
Gerygone_olivacea,White-throated Gerygone,1.016699,0.046837,5.0571,6.0738,-1.689721261,-1.642883789,Gerygone_olivacea
Glycichaera_fallax,Green-backed Honeyeater,1.114701,0.150505,-0.3463,0.7684,0.738713284,0.889218522,Glycichaera_fallax
Grallaria_quitensis,Tawny Antpitta,-1.426045,-0.463559,-3.8934,-5.3195,-3.911613421,-4.375172737,Grallaria_quitensis
Grallina_bruijni,Torrent-lark,-12.28723,-0.857188,6.8837,-5.4035,5.034466598,4.177278696,Grallina_bruijni
Grallina_cyanoleuca,Magpie-lark,-16.862017,-2.263279,21.5726,4.7106,6.203692743,3.940414055,Grallina_cyanoleuca
Grus_canadensis,Sandhill Crane,-0.96144,-0.416579,6.0759,5.1145,0.977103116,0.560524298,Grus_canadensis
Grus_grus,Common Crane,0.62466,0.28616,5.0484,5.673,0.254598706,0.540758234,Grus_grus
Guira_guira,Guira Cuckoo,-1.009168,-0.559935,8.7313,7.7221,-3.022045725,-3.581981117,Guira_guira
Gymnopithys_leucaspis,Bicoloured Antbird,0.360037,-0.147534,-1.1019,-0.7418,-0.853259854,-1.000793984,Gymnopithys_leucaspis
Gymnorhina_tibicen,Australian Magpie,15.899077,2.083004,6.3671,22.2662,4.901625367,6.9846291,Gymnorhina_tibicen
Gymnorhinus_cyanocephalus,Pinyon Jay,2.767165,1.956912,3.7388,6.506,7.282919745,9.239832028,Gymnorhinus_cyanocephalus
Haematopus_bachmani,Black Oystercatcher,0.050198,-0.01499,-15.6366,-15.5864,1.634516773,1.61952692,Haematopus_bachmani
Haematopus_fuliginosus,Sooty Oystercatcher,-0.377649,0.24755,-18.1522,-18.5299,2.647100321,2.894650117,Haematopus_fuliginosus
Haematopus_ostralegus,Eurasian Oystercatcher,-1.280864,-0.209219,-4.0048,-5.2856,2.808957218,2.599738526,Haematopus_ostralegus
Haematopus_palliatus,American Oystercatcher,-0.503489,-0.037925,-0.6672,-1.1706,1.128187846,1.090263129,Haematopus_palliatus
Haliastur_sphenurus,Whistling Kite,-2.801346,0.591527,-0.0345,-2.8358,-5.34769519,-4.756168581,Haliastur_sphenurus
Heliornis_fulica,Sungrebe,4.362935,0.541482,-1.1914,3.1716,-0.609271127,-0.067789536,Heliornis_fulica
Heteromyias_albispecularis,Grey-headed Robin,0.929512,1.09564,0.7971,1.7266,2.222846946,3.318486428,Heteromyias_albispecularis
Hieraaetus_morphnoides,Little Eagle,1.056676,2.046572,10.9114,11.9681,-3.712126335,-1.665554278,Hieraaetus_morphnoides
Hirundo_neoxena,Welcome Swallow,2.383639,1.43723,-3.6888,-1.3052,1.413748488,2.850978179,Hirundo_neoxena
Hirundo_nigricans,Tree Martin,-3.066141,-0.934329,3.9022,0.8361,0.75899502,-0.175334173,Hirundo_nigricans
Hirundo_rustica,Barn Swallow,-3.612196,0.164153,-4.7762,-8.3884,0.804470273,0.968622903,Hirundo_rustica
Hirundo_tahitica,Pacific Swallow,3.69145,0.592266,-7.4113,-3.7199,-1.053774474,-0.461508722,Hirundo_tahitica
Hylacola_cauta,Shy Heathwren,1.07379,1.848497,-4.2547,-3.1809,-0.730466264,1.118030393,Hylacola_cauta
Hylophilus_aurantiifrons,Golden-fronted Greenlet,-0.769393,0.156934,0.1093,-0.6601,-1.996953895,-1.840019652,Hylophilus_aurantiifrons
Hylophilus_ochraceiceps,Tawny-crowned Greenlet,0.95088,0.682761,-15.0869,-14.1361,-0.770082545,-0.087321524,Hylophilus_ochraceiceps
Icteria_virens,Yellow-breasted Chat,-3.179333,-0.653408,7.0645,3.8852,-2.485411814,-3.138820322,Icteria_virens
Icterus_bullockii,Bullock's Oriole,0.229475,2.253656,2.9643,3.1938,-4.681830452,-2.428174672,Icterus_bullockii
Icterus_galbula,Baltimore Oriole,-2.000924,-0.001247,-6.7347,-8.7356,-5.295184809,-5.29643186,Icterus_galbula
Icterus_parisorum,Scott's Oriole,-2.349573,0.011269,-5.9196,-8.2692,-3.646952208,-3.635683091,Icterus_parisorum
Icterus_pectoralis,Spot-breasted Oriole,2.326545,-0.71131,-5.3065,-2.98,-8.037570654,-8.748880467,Icterus_pectoralis
Icterus_spurius,Orchard Oriole,-15.112971,3.840887,-2.6419,-17.7549,-4.722397152,-0.881510153,Icterus_spurius
Illadopsis_pyrrhoptera,Mountain Illadopsis,0.531437,0.565733,-10.1062,-9.5747,1.326548432,1.892281918,Illadopsis_pyrrhoptera
Ixobrychus_exilis,Least Bittern,-5.955869,-0.853049,7.3136,1.3577,-3.252412566,-4.105461931,Ixobrychus_exilis
Jacana_spinosa,Northern Jacana,0.284967,-0.273687,-21.1674,-20.8825,-0.301135072,-0.574821988,Jacana_spinosa
Junco_hyemalis,Dark-eyed Junco,-0.079663,0.467024,-3.6508,-3.7305,1.709491067,2.176514723,Junco_hyemalis
Jynx_torquilla,Eurasian Wryneck,-0.460342,0.270786,4.755,4.2946,-3.91338872,-3.642602464,Jynx_torquilla
Lagopus_lagopus,Willow Ptarmigan,-4.980233,-0.736103,13.5214,8.5412,-2.567128046,-3.303230765,Lagopus_lagopus
Lagopus_leucura,White-tailed Ptarmigan,9.10361,0.516415,51.3116,60.4152,1.915599444,2.432014664,Lagopus_leucura
Lagopus_muta,Rock Ptarmigan,-2.70177,4.660215,-6.3191,-9.0209,-6.781642239,-2.121427673,Lagopus_muta
Lalage_atrovirens,Black-browed Triller,2.128954,-0.030577,-1.0456,1.0834,2.306748336,2.276171226,Lalage_atrovirens
Lalage_tricolor,White-winged Triller,19.480112,5.108191,-0.0826,19.3975,-1.429290429,3.678900115,Lalage_tricolor
Lamprotornis_pulcher,Chestnut-bellied Starling,-0.405508,0.219203,-3.139,-3.5446,1.85548417,2.074687391,Lamprotornis_pulcher
Laniocera_rufescens,Speckled Mourner,1.490712,-0.200803,-8.8028,-7.3121,-5.668595908,-5.869398403,Laniocera_rufescens
Lanius_collaris,Common Fiscal,0.556275,0.104744,5.1816,5.7379,2.445262049,2.550005853,Lanius_collaris
Lanius_cristatus,Brown Shrike,4.55752,-0.373677,1.6133,6.1708,-2.787865321,-3.161542553,Lanius_cristatus
Lanius_schach,Long-tailed Shrike,1.386642,0.616127,5.0335,6.4202,-1.589606773,-0.973479431,Lanius_schach
Larus_argentatus,Herring Gull,-7.897302,-0.463928,74.5566,66.6593,7.769243943,7.305316075,Larus_argentatus
Larus_californicus,California Gull,3.208018,0.663993,44.5991,47.8071,3.778807543,4.442800998,Larus_californicus
Larus_canus,Mew Gull,2.632009,-0.820203,50.4746,53.1066,6.032476091,5.212273496,Larus_canus
Larus_delawarensis,Ring-billed Gull,1.961823,1.618806,73.2202,75.182,6.725554379,8.344360056,Larus_delawarensis
Larus_fuscus,Lesser Black-backed Gull,-0.050029,1.285483,42.7415,42.6915,3.868146267,5.153629314,Larus_fuscus
Larus_glaucescens,Glaucous-winged Gull,3.919505,0.199163,38.9896,42.9091,4.529867621,4.729030321,Larus_glaucescens
Larus_marinus,Great Black-backed Gull,-1.301217,1.875925,35.9089,34.6077,3.437384176,5.313309461,Larus_marinus
Legatus_leucophaius,Piratic Flycatcher,1.391595,-0.13609,8.966,10.3576,-1.671537864,-1.807627774,Legatus_leucophaius
Lepidothrix_coronata,Blue-crowned Manakin,-2.605699,5.632568,-13.4748,-16.0805,1.982947765,7.615515726,Lepidothrix_coronata
Leucosticte_tephrocotis,Gray-crowned Rosy-finch,-2.098396,-0.05192,-9.2176,-11.316,-1.048598897,-1.100518563,Leucosticte_tephrocotis
Lichenostomus_chrysops,Yellow-faced Honeyeater,-0.41839,-0.249369,-2.9901,-3.4085,0.781662181,0.532293014,Lichenostomus_chrysops
Lichenostomus_cratitius,Purple-gaped Honeyeater,-0.07889,-0.270814,0.162,0.0832,0.493738366,0.222923899,Lichenostomus_cratitius
Lichenostomus_flavescens,Yellow-tinted Honeyeater,0.377562,-0.05185,4.4571,4.8346,-1.75371185,-1.805562103,Lichenostomus_flavescens
Lichenostomus_flavicollis,Yellow-throated Honeyeater,0.180928,0.026517,-2.7827,-2.6018,-1.530059565,-1.503542385,Lichenostomus_flavicollis
Lichenostomus_flavus,Yellow Honeyeater,-0.435105,-0.233348,4.7148,4.2797,-3.711123792,-3.944471972,Lichenostomus_flavus
Lichenostomus_fuscus,Fuscous Honeyeater,-0.722279,-1.629436,3.2305,2.5083,0.292590897,-1.336845092,Lichenostomus_fuscus
Lichenostomus_leucotis,White-eared Honeyeater,1.087955,0.036976,-10.6694,-9.5814,0.471611381,0.508587378,Lichenostomus_leucotis
Lichenostomus_melanops,Yellow-tufted Honeyeater,0.546189,1.196455,-4.7149,-4.1688,-0.955550447,0.240904822,Lichenostomus_melanops
Lichenostomus_ornatus,Yellow-plumed Honeyeater,-1.020257,-0.935236,-1.6873,-2.7075,0.406928746,-0.528306907,Lichenostomus_ornatus
Lichenostomus_penicillatus,White-plumed Honeyeater,6.268114,1.510969,-5.1155,1.1526,-0.483157659,1.027811744,Lichenostomus_penicillatus
Lichenostomus_virescens,Singing Honeyeater,-1.50789,0.039481,2.3465,0.8386,-0.618088238,-0.578607456,Lichenostomus_virescens
Limnodromus_griseus,Short-billed Dowitcher,3.008197,0.212774,2.1323,5.1405,-4.123826696,-3.911052675,Limnodromus_griseus
Limnodromus_scolopaceus,Long-billed Dowitcher,0.372105,1.274967,-0.9512,-0.5791,-4.006121309,-2.731153844,Limnodromus_scolopaceus
Limnothlypis_swainsonii,Swainson's Warbler,2.503845,-0.438803,6.2516,8.7554,-1.36437132,-1.803174452,Limnothlypis_swainsonii
Limosa_fedoa,Marbled Godwit,-2.355544,0.779359,6.7257,4.3701,-3.912069273,-3.132710581,Limosa_fedoa
Limosa_haemastica,Hudsonian Godwit,0.039904,0.71098,-2.4665,-2.4266,-3.059383759,-2.348403591,Limosa_haemastica
Limosa_lapponica,Bar-tailed Godwit,-4.292939,-0.245526,-0.526,-4.8189,-4.519995825,-4.765522001,Limosa_lapponica
Lonchura_caniceps,Grey-headed Munia,-0.830539,1.684683,-8.4058,-9.2364,-2.90229274,-1.21760955,Lonchura_caniceps
Lonchura_castaneothorax,Chestnut-breasted Munia,-1.418192,0.908337,8.9327,7.5145,-6.610096352,-5.701759358,Lonchura_castaneothorax
Lonchura_spectabilis,Hooded Munia,-0.166235,-0.50836,-8.9982,-9.1645,-4.546426199,-5.054786375,Lonchura_spectabilis
Lonchura_striata,White-rumped Munia,-0.244879,-0.13829,-6.9232,-7.1681,-0.546159597,-0.684449765,Lonchura_striata
Lonchura_tristissima,Streak-headed Munia,0.147211,0.131434,-18.5958,-18.4486,0.274043003,0.405477038,Lonchura_tristissima
Lophura_leucomelanos,Kalij Pheasant,-14.839678,5.743954,-3.3708,-18.2105,-2.634162837,3.10979146,Lophura_leucomelanos
Loxia_curvirostra,Red Crossbill,-4.886364,-1.351298,-1.4205,-6.3069,-1.315821688,-2.66711936,Loxia_curvirostra
Loxia_leucoptera,White-winged Crossbill,3.287705,-2.675623,-0.6531,2.6346,0.603761008,-2.071862234,Loxia_leucoptera
Luscinia_svecica,Bluethroat,-0.538331,1.39765,-9.611,-10.1493,-0.621444582,0.776205059,Luscinia_svecica
Malurus_alboscapulatus,White-shouldered Fairywren,-3.094789,0.364966,-20.9728,-24.0676,2.678170846,3.043137002,Malurus_alboscapulatus
Malurus_amabilis,Lovely Fairywren,-1.934033,4.878998,2.0007,0.0667,3.142440548,8.021439013,Malurus_amabilis
Malurus_coronatus,Purple-crowned Fairywren,6.814284,4.287147,6.7366,13.5509,-0.841613598,3.445533638,Malurus_coronatus
Malurus_cyaneus,Superb Fairywren,23.809113,24.738897,-4.6824,19.1267,1.293571873,26.03246857,Malurus_cyaneus
Malurus_elegans,Red-winged Fairywren,16.534287,10.05779,-4.1916,12.3426,1.856074176,11.9138637,Malurus_elegans
Malurus_lamberti,Variegated Fairywren,16.062215,14.195523,-5.7029,10.3593,-0.429532244,13.7659907,Malurus_lamberti
Malurus_leucopterus,White-winged Fairywren,-5.298712,17.500773,4.18,-1.1187,1.111498537,18.61227173,Malurus_leucopterus
Malurus_melanocephalus,Red-backed Fairywren,-18.612924,0.016337,-0.8727,-19.4856,-1.549647171,-1.533310638,Malurus_melanocephalus
Malurus_pulcherrimus,Blue-breasted Fairywren,-2.190781,7.123813,-2.0756,-4.2664,1.173990616,8.297803341,Malurus_pulcherrimus
Malurus_splendens,Splendid Fairywren,36.099571,34.017233,-0.9365,35.1631,1.687598008,35.70483128,Malurus_splendens
Manacus_manacus,White-bearded Manakin,38.557133,8.362209,-1.6053,36.9518,1.069845109,9.432054098,Manacus_manacus
Mandingoa_nitidula,Green-backed Twinspot,-3.201235,-0.63363,-8.7591,-11.9604,1.68381767,1.050187305,Mandingoa_nitidula
Manorina_flavigula,Yellow-throated Miner,2.632202,-0.490033,6.2629,8.8951,-0.52755362,-1.017587074,Manorina_flavigula
Manorina_melanocephala,Noisy Miner,-0.33148,1.001,-5.1484,-5.4799,1.774837914,2.775838334,Manorina_melanocephala
Manucodia_ater,Glossy-mantled Manucode,3.08558,1.794698,-15.9616,-12.8761,4.280585284,6.075283112,Manucodia_ater
Manucodia_chalybatus,Crinkle-collared Manucode,3.873212,2.41886,-16.0978,-12.2246,5.808551992,8.227412464,Manucodia_chalybatus
Manucodia_keraudrenii,Trumpet Manucode,-1.526775,-0.166155,-6.4579,-7.9847,10.45451486,10.28836023,Manucodia_keraudrenii
Margarornis_squamiger,Pearled Treerunner,-2.521176,-0.685065,-2.9609,-5.482,-0.981697632,-1.666762968,Margarornis_squamiger
Megaceryle_alcyon,Belted Kingfisher,10.5598,0.697179,0.6529,11.2127,1.06570773,1.76288676,Megaceryle_alcyon
Megalurus_gramineus,Little Grassbird,2.329987,0.946564,-6.215,-3.885,-1.151041659,-0.204477958,Megalurus_gramineus
Megalurus_timoriensis,Tawny Grassbird,-0.087519,0.539826,0.0484,-0.0391,-2.249382,-1.709555998,Megalurus_timoriensis
Megapodius_reinwardt,Orange-footed Megapode,-0.026392,0.414159,-17.5422,-17.5686,1.270726,1.68488512,Megapodius_reinwardt
Melanerpes_aurifrons,Golden-fronted Woodpecker,6.344381,-1.745086,1.0255,7.3699,-1.494433222,-3.239519235,Melanerpes_aurifrons
Melanerpes_carolinus,Red-bellied Woodpecker,3.847735,-3.651974,-14.4272,-10.5795,1.475078396,-2.176895365,Melanerpes_carolinus
Melanerpes_erythrocephalus,Red-headed Woodpecker,-5.2606,-0.42407,-6.8938,-12.1544,-0.671770127,-1.095839934,Melanerpes_erythrocephalus
Melanerpes_formicivorus,Acorn Woodpecker,4.965943,-0.263133,-0.3951,4.5709,-2.151358924,-2.414491405,Melanerpes_formicivorus
Melanitta_fusca,White-winged Scoter,-2.651234,2.014004,-15.6126,-18.2638,-1.068911226,0.945093005,Melanitta_fusca
Melanocharis_longicauda,Lemon-breasted Berrypecker,-1.173327,2.385118,-7.1641,-8.3374,1.341452977,3.726571161,Melanocharis_longicauda
Melanocharis_nigra,Black Berrypecker,-12.159138,1.184701,-7.8244,-19.9835,2.446004733,3.630705965,Melanocharis_nigra
Melanocharis_striativentris,Streaked Berrypecker,-0.547443,0.451576,-10.3999,-10.9473,0.843750159,1.29532659,Melanocharis_striativentris
Melanocharis_versteri,Fan-tailed Berrypecker,8.446731,7.416178,-8.2846,0.1621,2.212948061,9.629126286,Melanocharis_versteri
Melanodryas_cucullata,Hooded Robin,-5.615964,1.619192,-3.1168,-8.7328,2.341692006,3.960883643,Melanodryas_cucullata
Melanodryas_vittata,Dusky Robin,0.506608,0.029798,-8.2218,-7.7152,0.945852707,0.975650759,Melanodryas_vittata
Meleagris_gallopavo,Wild Turkey,12.935869,-0.809366,-5.5532,7.3826,-0.059994755,-0.86936022,Meleagris_gallopavo
Melidectes_belfordi,Belford's Melidectes,-0.133618,-0.289353,-15.8616,-15.9953,1.599135203,1.309782726,Melidectes_belfordi
Melidectes_ochromelas,Cinnamon-browed Melidectes,-0.307838,0.222495,-16.6936,-17.0015,0.754566008,0.977060525,Melidectes_ochromelas
Melidectes_torquatus,Ornate Melidectes,0.866885,-0.762159,-9.34,-8.4731,-0.376244424,-1.138403143,Melidectes_torquatus
Melilestes_megarhynchus,Long-billed Honeyeater,0.846999,0.379584,-10.5046,-9.6576,-1.095066429,-0.715482235,Melilestes_megarhynchus
Meliphaga_analoga,Mimic Honeyeater,0.456247,-0.128531,-4.5048,-4.0485,0.362420891,0.233890035,Meliphaga_analoga
Meliphaga_gracilis,Graceful Honeyeater,3.998424,-0.058275,-3.5035,0.4949,0.599863174,0.541588383,Meliphaga_gracilis
Meliphaga_lewinii,Lewin's Honeyeater,0.42063,0.069495,-9.844,-9.4234,2.031681691,2.101176409,Meliphaga_lewinii
Meliphaga_montana,Forest Honeyeater,-1.819868,-0.55139,-8.962,-10.7819,0.302080965,-0.249309176,Meliphaga_montana
Meliphaga_notata,Yellow-spotted Honeyeater,0.873056,0.093539,-3.9002,-3.0272,1.204003283,1.297542221,Meliphaga_notata
Melipotes_fumigatus,Smoky Honeyeater,-0.840466,0.377366,-10.9138,-11.7543,0.555830638,0.933196101,Melipotes_fumigatus
Melithreptus_albogularis,White-throated Honeyeater,-0.054237,-1.193502,5.6752,5.6209,0.864942109,-0.328560191,Melithreptus_albogularis
Melithreptus_brevirostris,Brown-headed Honeyeater,0.749357,-0.005063,-2.4025,-1.6532,-1.813465833,-1.818529103,Melithreptus_brevirostris
Melithreptus_lunatus,White-naped Honeyeater,-1.741487,-0.141374,6.7066,4.9651,2.044602928,1.903228733,Melithreptus_lunatus
Melopsittacus_undulatus,Budgerigar,-4.970004,1.050185,8.7346,3.7646,-5.789931139,-4.73974594,Melopsittacus_undulatus
Melospiza_georgiana,Swamp Sparrow,3.303094,-0.176795,-2.9381,0.365,-0.329712882,-0.506507883,Melospiza_georgiana
Melospiza_lincolnii,Lincoln's Sparrow,1.906571,-0.293766,-1.6685,0.2381,-0.117006825,-0.410772551,Melospiza_lincolnii
Melospiza_melodia,Song Sparrow,-0.855561,0.436075,0.9435,0.0879,-0.554780614,-0.118705611,Melospiza_melodia
Melozone_kieneri,Rusty-crowned Ground-sparrow,0.721179,0.759282,1.5542,2.2754,-1.77351045,-1.014228362,Melozone_kieneri
Menura_novaehollandiae,Superb Lyrebird,3.670987,-0.574233,-12.9012,-9.2302,1.676394693,1.10216186,Menura_novaehollandiae
Mergus_merganser,Common Merganser,-5.238436,3.915458,20.8889,15.6505,-2.207726608,1.707731386,Mergus_merganser
Mergus_serrator,Red-breasted Merganser,-7.448966,0.511376,10.0335,2.5845,-0.526265365,-0.014889087,Mergus_serrator
Merops_apiaster,European Bee-eater,3.418724,0.210363,6.7391,10.1579,-5.192867641,-4.982504456,Merops_apiaster
Merops_ornatus,Rainbow Bee-eater,0.451606,-1.020798,4.6633,5.115,-7.070908712,-8.091706818,Merops_ornatus
Microcerculus_marginatus,Southern Nightingale-wren,0.624612,1.230839,-0.95,-0.3254,-0.304044566,0.926794577,Microcerculus_marginatus
Microeca_fascinans,Jacky-winter,5.978389,0.067345,5.884,11.8624,2.567190105,2.634534936,Microeca_fascinans
Microeca_flavigaster,Lemon-bellied Flyrobin,-2.840596,-1.049968,7.9007,5.0601,0.064000839,-0.985967106,Microeca_flavigaster
Microeca_flavovirescens,Olive Flyrobin,0.62328,-0.970251,-2.1572,-1.5339,0.292081823,-0.678168919,Microeca_flavovirescens
Microeca_papuana,Canary Flyrobin,0.40385,0.39979,-3.7525,-3.3487,-3.922408291,-3.52261856,Microeca_papuana
Miliaria_calandra,Corn Bunting,-0.908744,0.436041,6.6261,5.7174,-4.748113113,-4.312072185,Miliaria_calandra
Milvus_migrans,Black Kite,0.583642,0.213359,-3.951,-3.3674,-2.36488221,-2.151522781,Milvus_migrans
Mimus_polyglottos,Northern Mockingbird,3.358938,-0.330025,4.2337,7.5927,1.084661319,0.75463665,Mimus_polyglottos
Mino_dumontii,Yellow-faced Myna,-0.633737,0.706177,-8.1236,-8.7573,-1.314028326,-0.60785162,Mino_dumontii
Mionectes_macconnelli,MacConnell's Flycatcher,1.53904,0.493921,-14.6611,-13.122,-3.492395701,-2.998474262,Mionectes_macconnelli
Mionectes_rufiventris,Grey-hooded Flycatcher,-0.960062,-0.214782,-8.1105,-9.0706,-2.167359121,-2.382140864,Mionectes_rufiventris
Mniotilta_varia,Black-and-white Warbler,-5.900546,0.304617,3.6667,-2.2339,2.605044105,2.90966147,Mniotilta_varia
Monarcha_axillaris,Black Monarch,-2.55772,0.487568,-18.9282,-21.4859,2.822861047,3.310428666,Monarcha_axillaris
Monarcha_chrysomela,Golden Monarch,3.910448,-4.467869,-8.3102,-4.3997,-4.014114949,-8.481983774,Monarcha_chrysomela
Monarcha_frater,Black-winged Monarch,1.166038,1.425861,-9.6179,-8.4518,0.165575757,1.591436497,Monarcha_frater
Monarcha_guttula,Spot-winged Monarch,-2.641735,0.554661,-5.6275,-8.2692,3.683249483,4.237910561,Monarcha_guttula
Monarcha_leucotis,White-eared Monarch,-4.184615,0.174397,-9.7215,-13.9061,2.767339546,2.941736542,Monarcha_leucotis
Monarcha_manadensis,Hooded Monarch,5.641174,2.108554,-13.8186,-8.1774,2.144616616,4.253170344,Monarcha_manadensis
Monarcha_melanopsis,Black-faced Monarch,0.085705,-0.264996,-7.7582,-7.6725,1.299919761,1.034923893,Monarcha_melanopsis
Monarcha_trivirgatus,Spectacled Monarch,0.7379,-0.239964,-15.1239,-14.386,0.87267717,0.63271281,Monarcha_trivirgatus
Motacilla_alba,White Wagtail,6.466999,1.226459,3.1062,9.5732,0.997915673,2.224374435,Motacilla_alba
Motacilla_flava,Yellow Wagtail,-0.914388,-3.340131,-1.2354,-2.1498,-1.892739323,-5.232869897,Motacilla_flava
Myiagra_alecto,Shining Flycatcher,-23.735163,5.126825,9.3761,-14.3591,1.935782635,7.062608058,Myiagra_alecto
Myiagra_inquieta,Restless Flycatcher,1.711914,1.549694,10.9739,12.6858,5.539860283,7.089554273,Myiagra_inquieta
Myiagra_rubecula,Leaden Flycatcher,2.924582,6.935626,2.1885,5.1131,-0.955454573,5.980171289,Myiagra_rubecula
Myiarchus_antillarum,Puerto Rican Flycatcher,0.998246,0.392532,5.3527,6.3509,2.779168147,3.171699696,Myiarchus_antillarum
Myiarchus_cinerascens,Ash-throated Flycatcher,4.929985,0.012047,6.6178,11.5478,0.808329602,0.820376831,Myiarchus_cinerascens
Myiarchus_crinitus,Great Crested Flycatcher,3.504891,0.471281,-2.2273,1.2776,-1.859187206,-1.387905951,Myiarchus_crinitus
Myiarchus_nugator,Grenada Flycatcher,0.890825,0.531752,3.273,4.1638,0.123418731,0.655170463,Myiarchus_nugator
Myiarchus_sagrae,La Sagra's Flycatcher,-0.808771,0.400772,0.3287,-0.4801,0.077548903,0.478320974,Myiarchus_sagrae
Myiarchus_tuberculifer,Dusky-capped Flycatcher,0.958038,0.591708,-3.2126,-2.2546,-0.407403799,0.184303738,Myiarchus_tuberculifer
Myiarchus_tyrannulus,Brown-crested Flycatcher,-2.59326,-1.152173,3.4334,0.8402,-0.169173445,-1.32134674,Myiarchus_tyrannulus
Myiobius_barbatus,Bearded Flycatcher,-0.463607,-5.017055,-3.743,-4.2066,-0.451067237,-5.468121991,Myiobius_barbatus
Myioborus_miniatus,Slate-throated Redstart,1.342634,-0.012359,-9.3194,-7.9767,-2.329990258,-2.342349021,Myioborus_miniatus
Myiodynastes_maculatus,Streaked Flycatcher,-0.203191,1.977152,7.8873,7.6841,-5.311663951,-3.334511943,Myiodynastes_maculatus
Myiopagis_gaimardii,Forest Elaenia,-12.744076,-2.070782,15.9831,3.239,0.357806497,-1.712975817,Myiopagis_gaimardii
Myiopagis_viridicata,Greenish Elaenia,-6.748551,-1.501803,8.6964,1.9479,-3.965137965,-5.466940897,Myiopagis_viridicata
Myzomela_erythrocephala,Red-headed Myzomela,-6.670245,-2.501157,-9.8786,-16.5488,0.996897324,-1.504259968,Myzomela_erythrocephala
Myzomela_obscura,Dusky Myzomela,-1.798237,0.418046,-10.9586,-12.7569,-0.007993544,0.410052801,Myzomela_obscura
Myzomela_rosenbergii,Red-collared Myzomela,-4.742524,0.305017,-16.868,-21.6106,-0.321871947,-0.016854824,Myzomela_rosenbergii
Myzomela_sanguinolenta,Scarlet Myzomela,-5.178455,-7.252701,-5.6469,-10.8254,0.360687362,-6.892013628,Myzomela_sanguinolenta
Nectarinia_jugularis,Olive-backed Sunbird,2.218303,5.493217,-5.0447,-2.8264,-4.386692211,1.106524988,Nectarinia_jugularis
Nectarinia_osea,Palestine Sunbird,4.457111,4.841003,-12.695,-8.2379,-0.057078953,4.783924382,Nectarinia_osea
Neochmia_modesta,Plum-headed Finch,-2.044713,0.556665,6.4866,4.4418,-0.22404011,0.332624753,Neochmia_modesta
Neochmia_phaeton,Crimson Finch,-6.889139,0.425858,-6.5797,-13.4688,-2.12466661,-1.698808982,Neochmia_phaeton
Neochmia_ruficauda,Star Finch,-2.27991,-2.711267,9.7573,7.4774,-2.323380522,-5.034647904,Neochmia_ruficauda
Neochmia_temporalis,Red-browed Finch,1.197744,0.592782,-4.8289,-3.6311,-0.690557281,-0.097775626,Neochmia_temporalis
Ninox_boobook,Southern Boobook,-3.797517,0.505006,-5.4418,-9.2393,-0.87123326,-0.366227014,Ninox_boobook
Notharchus_macrorhynchos,Guianan Puffbird,1.704631,-0.373122,-5.4368,-3.7322,3.696157657,3.323035834,Notharchus_macrorhynchos
Nothoprocta_cinerascens,Brushland Tinamou,-2.23995,0.057458,4.8743,2.6344,-2.695260961,-2.637802887,Nothoprocta_cinerascens
Numenius_phaeopus,Whimbrel,-7.567644,1.232203,9.8961,2.3285,-3.242820625,-2.010617833,Numenius_phaeopus
Numida_meleagris,Helmeted Guineafowl,-0.171797,0.196629,-5.1881,-5.3599,0.826876134,1.023505164,Numida_meleagris
