Species,CommonNameBL,sumDiffPC1,sumDiffPC2,FemalePC1sum,MalePC1sum,FemalePC2sum,MalePC2sum,Species
Charadrius_vociferus,Killdeer,-4.863917,-1.71962,14.5085,9.6446,1.388571886,-0.331047687,Charadrius_vociferus
Chenonetta_jubata,Australian Wood Duck,-19.523016,-0.635516,7.9366,-11.5864,2.508317468,1.872801561,Chenonetta_jubata
Chersomanes_albofasciata,Spike-heeled Lark,0.795924,0.849202,-4.4441,-3.6482,-3.116051248,-2.266849695,Chersomanes_albofasciata
Chionis_minor,Black-faced Sheathbill,-6.713073,-1.282095,63.5983,56.8853,1.677381003,0.395286109,Chionis_minor
Chiroxiphia_caudata,Swallow-tailed Manakin,4.925117,2.065893,-9.7613,-4.8362,2.388347633,4.454241021,Chiroxiphia_caudata
Chiroxiphia_linearis,Long-tailed Manakin,-5.359788,1.947371,-5.7128,-11.0726,1.010171735,2.957543077,Chiroxiphia_linearis
Chiroxiphia_pareola,Blue-backed Manakin,-1.396597,2.355533,-14.9518,-16.3484,1.016270471,3.371803244,Chiroxiphia_pareola
Chlamydera_cerviniventris,Fawn-breasted Bowerbird,2.200205,0.459805,1.9621,4.1623,-4.717095823,-4.257290874,Chlamydera_cerviniventris
Chlamydera_maculata,Spotted Bowerbird,8.446899,6.123542,8.907,17.3539,-0.442371498,5.681170269,Chlamydera_maculata
Chlamydera_nuchalis,Great Bowerbird,11.553895,7.157471,4.4435,15.9974,-1.572629096,5.584842376,Chlamydera_nuchalis
Chlidonias_niger,Black Tern,0.765412,-0.129929,-7.1831,-6.4177,3.471778677,3.341849498,Chlidonias_niger
Chloroceryle_americana,Green Kingfisher,1.083955,0.549419,-6.6509,-5.567,-2.482582126,-1.93316343,Chloroceryle_americana
Chordeiles_acutipennis,Lesser Nighthawk,4.315391,2.543256,4.3841,8.6995,-4.114942209,-1.571685955,Chordeiles_acutipennis
Chordeiles_minor,Common Nighthawk,23.872718,4.335113,-8.4995,15.3732,-2.09323924,2.241873608,Chordeiles_minor
Cicinnurus_regius,King Bird-of-paradise,12.089422,-1.382956,-10.8658,1.2236,-3.151909458,-4.534864945,Cicinnurus_regius
Cincloramphus_cruralis,Brown Songlark,-10.131873,0.811544,-0.3179,-10.4497,-3.663899475,-2.852355226,Cincloramphus_cruralis
Cincloramphus_mathewsi,Rufous Songlark,-0.760034,0.851745,-0.6491,-1.4091,-3.507812095,-2.656067447,Cincloramphus_mathewsi
Cinclosoma_castaneothorax,Chestnut-breasted Quail-thrush,1.536926,3.792316,1.4903,3.0272,-2.672060582,1.120255591,Cinclosoma_castaneothorax
Cinclosoma_cinnamomeum,Cinnamon Quail-thrush,-5.424855,1.962266,8.8412,3.4163,-4.2226535,-2.260387735,Cinclosoma_cinnamomeum
Cinclosoma_punctatum,Spotted Quail-thrush,-3.92447,2.659781,5.5793,1.6548,-0.881865247,1.777915443,Cinclosoma_punctatum
Cinclus_leucocephalus,White-capped Dipper,-2.328094,-0.24058,0.3405,-1.9876,1.798836504,1.558256562,Cinclus_leucocephalus
Circus_aeruginosus,Western Marsh-harrier,2.970959,0.609102,-9.5434,-6.5724,-2.804498653,-2.195396395,Circus_aeruginosus
Cisticola_chubbi,Chubb's Cisticola,-5.501771,0.477155,2.861,-2.6408,-0.361872667,0.115282328,Cisticola_chubbi
Cisticola_exilis,Golden-headed Cisticola,1.039019,-3.021861,1.5759,2.6149,-2.542087412,-5.563948214,Cisticola_exilis
Cisticola_juncidis,Zitting Cisticola,12.822212,-1.687078,-4.6054,8.2168,-2.191490831,-3.878569224,Cisticola_juncidis
Cistothorus_palustris,Marsh Wren,4.775735,0.16063,-4.9509,-0.1751,-0.328037576,-0.167407931,Cistothorus_palustris
Cistothorus_platensis,Sedge Wren,0.849359,0.595304,-2.9264,-2.0771,-1.755012702,-1.15970831,Cistothorus_platensis
Clangula_hyemalis,Long-tailed Duck,1.974537,1.160178,7.7738,9.7484,-2.518681441,-1.358503115,Clangula_hyemalis
Claravis_pretiosa,Blue Ground-dove,15.816211,9.969049,6.865,22.6812,-2.306170959,7.662877696,Claravis_pretiosa
Climacteris_affinis,White-browed Treecreeper,0.738025,0.056867,-8.0122,-7.2742,0.300564003,0.35743088,Climacteris_affinis
Climacteris_melanurus,Black-tailed Treecreeper,-6.860417,-0.817733,-9.7657,-16.6261,1.342839229,0.525106437,Climacteris_melanurus
Climacteris_picumnus,Brown Treecreeper,-2.260433,0.560553,-1.4987,-3.7591,-1.51511374,-0.954560548,Climacteris_picumnus
Climacteris_rufus,Rufous Treecreeper,0.469018,-0.282893,-9.1222,-8.6532,-3.121006441,-3.403898986,Climacteris_rufus
Coccothraustes_vespertinus,Evening Grosbeak,-7.741349,-0.250787,-3.351,-11.0923,-1.523883898,-1.774670807,Coccothraustes_vespertinus
Coccyzus_americanus,Yellow-billed Cuckoo,-2.286055,-0.025504,4.0942,1.8082,-0.748633938,-0.774137598,Coccyzus_americanus
Coccyzus_erythropthalmus,Black-billed Cuckoo,0.665102,0.282095,0.3615,1.0266,-3.204437853,-2.9223428,Coccyzus_erythropthalmus
Cochlearius_cochlearius,Boat-billed Heron,-9.76764,-0.040845,14.7441,4.9764,-0.851740622,-0.892585172,Cochlearius_cochlearius
Coeligena_coeligena,Bronzy Inca,-0.336657,0.180033,-19.1744,-19.5111,0.727969323,0.908002714,Coeligena_coeligena
Coereba_flaveola,Bananaquit,-2.425212,0.295928,-9.6733,-12.0985,-0.855234509,-0.559306107,Coereba_flaveola
Colaptes_auratus,Northern Flicker,0.485827,0.54079,-9.0306,-8.5448,-1.756701777,-1.215912009,Colaptes_auratus
Colius_striatus,Speckled Mousebird,2.095224,-0.55286,-16.3707,-14.2754,-1.607959863,-2.160819723,Colius_striatus
Collocalia_spodiopygia,White-rumped Swiftlet,2.270054,0.272233,-12.2133,-9.9432,1.223627079,1.495860168,Collocalia_spodiopygia
Colluricincla_harmonica,Grey Shrike-thrush,-3.532603,-0.590955,1.2598,-2.2728,1.713744712,1.122789147,Colluricincla_harmonica
Colluricincla_megarhyncha,Little Shrike-thrush,0.091413,0.346764,-9.0574,-8.966,-2.933751151,-2.586987534,Colluricincla_megarhyncha
Colluricincla_woodwardi,Sandstone Shrike-thrush,-0.206571,-0.016556,-7.2508,-7.4574,-2.183879567,-2.200435809,Colluricincla_woodwardi
Colonia_colonus,Long-tailed Tyrant,-1.215762,-0.19445,-18.3158,-19.5316,2.167552471,1.973102128,Colonia_colonus
Columba_livia,Rock Pigeon,8.348039,-0.208388,-9.9015,-1.5534,4.569286079,4.360897584,Columba_livia
Columba_palumbus,Common Wood-pigeon,0.196794,-0.092615,5.1139,5.3107,2.572388219,2.479773229,Columba_palumbus
Columbina_passerina,Common Ground-dove,-5.881824,1.57622,-0.5896,-6.4714,-2.032503703,-0.456283308,Columbina_passerina
Columbina_talpacoti,Ruddy Ground-dove,1.425252,1.45591,1.3389,2.7641,-4.250947206,-2.795037008,Columbina_talpacoti
Conopophila_albogularis,Rufous-banded Honeyeater,-1.770837,-1.168336,11.2801,9.5092,2.372965437,1.204629457,Conopophila_albogularis
Conopophila_rufogularis,Rufous-throated Honeyeater,-4.134868,-0.159027,6.5301,2.3952,-1.728094268,-1.887121722,Conopophila_rufogularis
Contopus_cooperi,Olive-sided Flycatcher,-5.312252,1.07702,0.0856,-5.2267,0.852283824,1.929303714,Contopus_cooperi
Contopus_sordidulus,Western Wood-pewee,-1.944308,-0.95394,-2.2905,-4.2349,1.01168216,0.057742262,Contopus_sordidulus
Contopus_virens,Eastern Wood-pewee,-7.594657,-1.317983,2.234,-5.3607,1.589004732,0.271021722,Contopus_virens
Copsychus_albospecularis,Madagascar Magpie-robin,0.32254,3.562143,10.1104,10.4329,4.879660781,8.441804222,Copsychus_albospecularis
Coracina_caeruleogrisea,Stout-billed Cuckooshrike,1.540589,1.378586,-2.7989,-4.6694,7.804632748,7.755109059,Coracina_caeruleogrisea
Coracina_longicauda,Hooded Cuckooshrike,-8.95216,-0.654136,2.1014,-6.8507,5.884057977,5.229922185,Coracina_longicauda
Coracina_montana,Black-bellied Cuckooshrike,-6.315777,-0.293234,-6.4218,-12.7376,4.800602288,4.507368555,Coracina_montana
Coracina_novaehollandiae,Black-faced Cuckooshrike,-5.096367,-0.669356,8.3263,3.2299,7.18858671,6.519230883,Coracina_novaehollandiae
Coracina_papuensis,White-bellied Cuckooshrike,1.582203,1.062106,20.3455,21.9277,6.686886881,7.748992674,Coracina_papuensis
Coracina_tenuirostris,Slender-billed Cicadabird,-7.525677,5.955112,1.9319,-5.5938,-0.300898154,5.654213334,Coracina_tenuirostris
Cormobates_leucophaea,White-throated Treecreeper,1.003437,-0.051024,2.008,3.0115,1.975283487,1.92426001,Cormobates_leucophaea
Corvus_brachyrhynchos,American Crow,-0.748977,-0.344344,-18.2007,-18.9497,3.684384646,3.340040871,Corvus_brachyrhynchos
Corvus_corax,Common Raven,0.290963,0.596036,-11.6404,-11.3495,5.260930521,5.85696696,Corvus_corax
Corvus_corone,Carrion Crow,-0.633561,-0.065074,-15.7228,-16.3564,4.261149337,4.196074872,Corvus_corone
Corvus_coronoides,Australian Raven,1.358355,0.888503,-11.3851,-10.0268,6.055578718,6.944081586,Corvus_coronoides
Corvus_frugilegus,Rook,0.23366,0.414673,-14.4273,-14.1937,5.642253219,6.056926219,Corvus_frugilegus
Corvus_mellori,Little Raven,-0.027954,-0.18774,-12.1967,-12.2247,5.585773485,5.398033544,Corvus_mellori
Corvus_monedula,Eurasian Jackdaw,-0.094388,0.062842,-12.4872,-12.5816,4.29031988,4.353161762,Corvus_monedula
Corvus_splendens,House Crow,-0.385129,-0.404829,-7.6346,-8.0197,4.244023325,3.839193833,Corvus_splendens
Cossypha_archeri,Archer's Robin-chat,-1.056561,0.34665,-13.4355,-14.4921,-4.159509388,-3.812859106,Cossypha_archeri
Cossypha_caffra,Cape Robin-chat,2.622547,0.495161,-9.2143,-6.5917,-0.786176397,-0.291014968,Cossypha_caffra
Cossyphicula_roberti,White-bellied Robin-chat,0.930117,0.288115,-10.107,-9.1769,-2.255277941,-1.967163356,Cossyphicula_roberti
Cotinga_amabilis,Lovely Cotinga,31.703957,31.932905,0.3551,32.0591,0.455314198,32.38821913,Cotinga_amabilis
Coturnix_coturnix,Common Quail,-4.495598,0.231592,1.2971,-3.1985,-5.116582061,-4.884990027,Coturnix_coturnix
Coturnix_pectoralis,Stubble Quail,-3.973414,-2.117755,7.7355,3.7621,-2.956954936,-5.074710338,Coturnix_pectoralis
Cracticus_cassicus,Hooded Butcherbird,1.457344,0.427929,4.1605,5.6179,3.927934823,4.355863571,Cracticus_cassicus
Cracticus_mentalis,Black-backed Butcherbird,-1.808898,0.238966,7.676,5.8671,4.422500746,4.661466784,Cracticus_mentalis
Cracticus_nigrogularis,Pied Butcherbird,1.855341,0.751505,8.5446,10.4,4.649156954,5.40066191,Cracticus_nigrogularis
Cracticus_quoyi,Black Butcherbird,1.059752,0.558414,-19.0271,-17.9673,3.323014004,3.881427627,Cracticus_quoyi
Cracticus_torquatus,Grey Butcherbird,4.620268,1.84904,2.8315,7.4518,3.417988803,5.267028672,Cracticus_torquatus
Crateroscelis_murina,Rusty Mouse-warbler,0.1411,-0.148916,-4.0153,-3.8742,-1.080071096,-1.228986708,Crateroscelis_murina
Crateroscelis_nigrorufa,Bicoloured Mouse-warbler,0.95211,-0.691178,-16.1716,-15.2195,-1.903775164,-2.594953502,Crateroscelis_nigrorufa
Crateroscelis_robusta,Mountain Mouse-warbler,-4.381826,0.509794,-6.4941,-10.876,0.629139262,1.138932988,Crateroscelis_robusta
Crax_rubra,Great Curassow,-12.451644,5.001116,-8.9697,-21.4214,-2.682721406,2.318395071,Crax_rubra
Crex_crex,Corncrake,0.053778,-0.656522,0.2037,0.2575,-5.211633428,-5.868155277,Crex_crex
Crotophaga_sulcirostris,Groove-billed Ani,0.584328,-0.019315,-17.0976,-16.5132,3.186373959,3.16705935,Crotophaga_sulcirostris
Cryptospiza_jacksoni,Dusky Crimson-wing,0.358542,-0.489246,-18.1476,-17.789,1.67658145,1.187335155,Cryptospiza_jacksoni
Cryptospiza_reichenovii,Red-faced Crimson-wing,-1.494517,-0.186375,-15.2145,-16.709,1.244787523,1.058412375,Cryptospiza_reichenovii
Cryptospiza_shelleyi,Shelley's Crimson-wing,-0.026757,-0.301494,-14.5288,-14.5555,-0.166118798,-0.46761256,Cryptospiza_shelleyi
Cyanerpes_cyaneus,Red-legged Honeycreeper,15.132734,24.314875,-3.9321,11.2006,0.02975564,24.34463095,Cyanerpes_cyaneus
Cyanocitta_cristata,Blue Jay,-0.295223,0.765368,1.3927,1.0975,5.359080203,6.124447846,Cyanocitta_cristata
Cyanocitta_stelleri,Steller's Jay,-0.289685,0.310431,-16.6556,-16.9453,4.196365839,4.506797317,Cyanocitta_stelleri
Cyanocompsa_cyanoides,Blue-black Grosbeak,5.029182,9.503716,-15.8418,-10.8126,-0.722868007,8.780847941,Cyanocompsa_cyanoides
Cyanocorax_morio,Brown Jay,3.867509,-0.564034,-10.9344,-7.0669,0.858032972,0.293998954,Cyanocorax_morio
Cyanocorax_sanblasianus,San Blas Jay,-0.944102,-0.049483,-6.9792,-7.9233,7.30755892,7.258075674,Cyanocorax_sanblasianus
Cyanocorax_yncas,Green Jay,0.834762,-1.37348,9.0449,9.8797,4.151141243,2.777661386,Cyanocorax_yncas
Cygnus_atratus,Black Swan,-0.886162,0.090694,-14.5469,-15.4331,1.852686979,1.943380548,Cygnus_atratus
Cygnus_columbianus,Tundra Swan,-0.338164,-2.955635,58.5182,58.18,0.107106594,-2.848528868,Cygnus_columbianus
Cygnus_melancoryphus,Black-necked Swan,-0.982862,0.416179,34.5247,33.5418,0.397288979,0.813468217,Cygnus_melancoryphus
Dacelo_leachii,Blue-winged Kookaburra,6.303788,4.011557,18.6559,24.9597,0.766219644,4.77777673,Dacelo_leachii
Dacelo_novaeguineae,Laughing Kookaburra,3.1787,-1.957091,6.1438,9.3225,-0.059898409,-2.016989293,Dacelo_novaeguineae
Daphoenositta_chrysoptera,Varied Sittella,1.705476,1.720089,1.6793,3.3848,2.476791271,4.19688013,Daphoenositta_chrysoptera
Dasyornis_broadbenti,Rufous Bristlebird,4.110103,0.043858,-9.5706,-5.4605,-0.426450393,-0.382592258,Dasyornis_broadbenti
Delichon_urbicum,Northern House-martin,-0.793968,-0.456843,9.0463,8.2523,4.358749771,3.901906788,Delichon_urbicum
Dendragapus_canadensis,Spruce Grouse,-11.302762,2.91693,-5.0038,-16.3065,-1.093565919,1.823364005,Dendragapus_canadensis
Dendragapus_obscurus,Dusky Grouse,0.304435,0.32444,-1.8877,-1.5833,-0.216721874,0.107718234,Dendragapus_obscurus
Dendrocincla_fuliginosa,Plain-brown Woodcreeper,1.41733,-0.39671,-17.5684,-16.1511,-1.561486796,-1.958196796,Dendrocincla_fuliginosa
Dendrocygna_arcuata,Wandering Whistling-duck,2.311283,-0.62603,-5.9703,-3.659,-2.199556177,-2.825585761,Dendrocygna_arcuata
Dendrocygna_bicolor,Fulvous Whistling-duck,1.025828,0.014563,-1.5532,-0.5274,-5.125434679,-5.110871377,Dendrocygna_bicolor
Dendrocygna_eytoni,Plumed Whistling-duck,-1.736516,-0.596854,11.3422,9.6057,0.573445535,-0.023408046,Dendrocygna_eytoni
Dendroica_adelaidae,Adelaide's Warbler,5.092675,-1.125444,-0.9942,4.0985,-3.593862549,-4.719307018,Dendroica_adelaidae
Dendroica_caerulescens,Black-throated Blue Warbler,-3.288188,6.355097,2.0433,-1.2449,-1.052190958,5.302905723,Dendroica_caerulescens
Dendroica_castanea,Bay-breasted Warbler,-0.48254,-1.101983,-2.6001,-3.0826,-1.443423789,-2.545406657,Dendroica_castanea
Dendroica_cerulea,Cerulean Warbler,-5.65474,5.951596,18.9186,13.2639,0.844858203,6.796454606,Dendroica_cerulea
Dendroica_coronata,Yellow-rumped Warbler,-1.853992,1.245795,2.3736,0.5196,-1.022600755,0.223194343,Dendroica_coronata
Dendroica_discolor,Prairie Warbler,-2.995298,1.000125,5.3114,2.3161,-7.484481849,-6.484356857,Dendroica_discolor
Dendroica_fusca,Blackburnian Warbler,0.404494,2.221179,14.1306,14.5351,-3.494918343,-1.27373936,Dendroica_fusca
Dendroica_graciae,Grace's Warbler,-0.05334,0.894378,-1.8689,-1.9222,-2.180749745,-1.286371786,Dendroica_graciae
Dendroica_magnolia,Magnolia Warbler,11.03611,1.545294,-3.0051,8.031,-3.336399399,-1.791105743,Dendroica_magnolia
Dendroica_nigrescens,Black-throated Grey Warbler,-1.6401,1.738104,-1.5283,-3.1684,2.377455775,4.115559428,Dendroica_nigrescens
Dendroica_occidentalis,Hermit Warbler,1.959118,-0.571277,-1.6402,0.3189,0.351848205,-0.219429231,Dendroica_occidentalis
Dendroica_palmarum,Palm Warbler,1.855156,0.145388,-2.0081,-0.1529,-2.533841416,-2.388453038,Dendroica_palmarum
Dendroica_pensylvanica,Chestnut-sided Warbler,5.128931,0.257965,2.4154,7.5443,0.782985817,1.040950307,Dendroica_pensylvanica
Dendroica_petechia,Yellow Warbler,-1.2348,-5.09585,1.6231,0.3883,-5.704725123,-10.80057543,Dendroica_petechia
Dendroica_pinus,Pine Warbler,-4.704096,-3.59824,2.6016,-2.1025,-2.371542615,-5.969782805,Dendroica_pinus
Dendroica_striata,Blackpoll Warbler,4.444234,1.71041,4.359,8.8032,1.620716416,3.331126614,Dendroica_striata
Dendroica_tigrina,Cape May Warbler,10.647452,-4.335524,-1.8031,8.8443,-1.758875491,-6.09439907,Dendroica_tigrina
Dendroica_virens,Black-throated Green Warbler,-3.502962,2.117175,12.4239,8.9209,-0.726502704,1.39067258,Dendroica_virens
Dicaeum_hirundinaceum,Mistletoebird,-4.417772,0.98499,-3.1552,-7.573,1.92973022,2.914720433,Dicaeum_hirundinaceum
Dicaeum_pectorale,Olive-crowned Flowerpecker,-0.407964,0.986287,-11.0523,-11.4602,0.437638176,1.423925606,Dicaeum_pectorale
Dicrurus_bracteatus,Spangled Drongo,1.982659,0.881079,-18.2136,-16.231,3.216510361,4.097589815,Dicrurus_bracteatus
Dicrurus_hottentottus,Hair-crested Drongo,-1.725669,0.384373,-12.7477,-14.4733,5.69129167,6.075664943,Dicrurus_hottentottus
Dolichonyx_oryzivorus,Bobolink,-20.99421,7.863636,1.6867,-19.3075,-5.932374267,1.931261386,Dolichonyx_oryzivorus
Drymodes_brunneopygia,Southern Scrub-robin,1.558004,-0.024805,-6.5734,-5.0154,-0.6334924,-0.65829731,Drymodes_brunneopygia
Ducula_spilorrhoa,Torresian Imperial-pigeon,13.329122,1.022847,49.3355,62.6646,-2.372170246,-1.349323388,Ducula_spilorrhoa
Dumetella_carolinensis,Grey Catbird,-2.468439,0.057426,-8.7154,-11.1838,2.875687211,2.933113334,Dumetella_carolinensis
Eclectus_roratus,Eclectus Parrot,4.988543,3.492083,-9.1717,-4.1832,-1.317077243,2.175005586,Eclectus_roratus
Egretta_caerulea,Little Blue Heron,-1.060325,0.097992,-2.0672,-3.1275,6.795862598,6.893854619,Egretta_caerulea
Egretta_thula,Snowy Egret,11.947198,2.104006,81.1794,93.1266,5.008301679,7.112307808,Egretta_thula
Egretta_tricolor,Tricoloured Heron,-4.670755,-0.012885,18.3336,13.6628,3.040476005,3.027591106,Egretta_tricolor
Elaenia_flavogaster,Yellow-bellied Elaenia,-7.31222,-0.063616,7.0942,-0.218,-0.219368156,-0.282983724,Elaenia_flavogaster
Electron_platyrhynchum,Broad-billed Motmot,2.135452,0.476605,-10.3257,-8.1903,-1.730399451,-1.253794685,Electron_platyrhynchum
Elseyornis_melanops,Black-fronted Dotterel,-8.110869,-0.348218,14.7433,6.6324,1.368960107,1.020742121,Elseyornis_melanops
Emberiza_cirlus,Cirl Bunting,-5.870691,0.964877,-4.903,-10.7737,-2.381372549,-1.416495561,Emberiza_cirlus
Emberiza_citrinella,Yellowhammer,2.88118,-3.183784,0.0608,2.942,-4.39791279,-7.581696703,Emberiza_citrinella
Emberiza_melanocephala,Black-headed Bunting,-3.112663,-2.472435,5.0358,1.9231,-6.774134859,-9.246569812,Emberiza_melanocephala
Emberiza_schoeniclus,Reed Bunting,-5.895754,4.826975,-2.5406,-8.4363,-4.330217245,0.496757315,Emberiza_schoeniclus
Emberizoides_herbicola,Wedge-tailed Grass-finch,6.268169,-1.684857,5.7586,12.0267,-2.688436673,-4.373293648,Emberizoides_herbicola
Empidonax_affinis,Pine Flycatcher,-3.31692,-0.281387,-0.5834,-3.9003,0.25413542,-0.02725153,Empidonax_affinis
Empidonax_alnorum,Alder Flycatcher,-3.449921,0.580698,1.9785,-1.4714,-1.122342177,-0.541644594,Empidonax_alnorum
Empidonax_atriceps,Black-capped Flycatcher,-0.142684,0.124956,-13.9101,-14.0528,0.242413205,0.367369552,Empidonax_atriceps
Empidonax_difficilis,Pacific-slope Flycatcher,-0.05347,0.570783,-2.0686,-2.1221,-0.538949691,0.031832826,Empidonax_difficilis
Empidonax_flaviventris,Yellow-bellied Flycatcher,-1.855288,0.16546,-3.1153,-4.9706,-0.640134045,-0.47467366,Empidonax_flaviventris
Empidonax_hammondii,Hammond's Flycatcher,5.180689,-0.420398,-4.668,0.5127,0.719794372,0.299396872,Empidonax_hammondii
Empidonax_minimus,Least Flycatcher,1.302133,-1.798924,-3.3317,-2.0296,0.780784119,-1.018139574,Empidonax_minimus
Empidonax_oberholseri,American Dusky Flycatcher,7.249856,-0.577318,-8.7273,-1.4774,-0.171534635,-0.748852191,Empidonax_oberholseri
Empidonax_traillii,Willow Flycatcher,1.896194,-0.319531,4.7057,6.6019,1.011657742,0.692126584,Empidonax_traillii
Empidonax_virescens,Acadian Flycatcher,0.219967,0.125448,8.8693,9.0892,-0.658974727,-0.533526474,Empidonax_virescens
Empidonax_wrightii,Grey Flycatcher,5.966697,0.113761,3.0687,9.0354,1.588755441,1.702516615,Empidonax_wrightii
Entomyzon_cyanotis,Blue-faced Honeyeater,1.795807,1.497756,4.3053,6.1011,-0.255604568,1.242151795,Entomyzon_cyanotis
Eopsaltria_australis,Eastern Yellow Robin,0.634273,-0.007706,-3.3501,-2.7158,0.395216468,0.387510014,Eopsaltria_australis
Eopsaltria_georgiana,White-breasted Robin,0.720852,-0.657127,3.8127,4.5335,4.986597243,4.329470004,Eopsaltria_georgiana
Eopsaltria_griseogularis,Western Yellow Robin,-0.167886,-0.235952,0.4585,0.2906,-0.658591475,-0.89454303,Eopsaltria_griseogularis
Epimachus_albertisi,Black-billed Sicklebill,-7.686041,2.238018,-4.4272,-12.1132,-5.245181542,-3.007163887,Epimachus_albertisi
Epthianura_albifrons,White-fronted Chat,4.645032,1.215328,5.2361,9.8811,1.610852523,2.826180847,Epthianura_albifrons
Epthianura_aurifrons,Orange Chat,-4.432877,-2.343557,0.5775,-3.8553,-4.298018762,-6.641576046,Epthianura_aurifrons
Epthianura_crocea,Yellow Chat,0.120878,-2.987212,-4.3165,-4.1956,-4.815652812,-7.802864489,Epthianura_crocea
Epthianura_tricolor,Crimson Chat,-5.189277,-3.189269,4.972,-0.2173,-0.133053689,-3.322322446,Epthianura_tricolor
Eremalauda_starki,Stark's Lark,5.039752,0.24877,9.3726,14.4124,-4.988504883,-4.739734951,Eremalauda_starki
Eremophila_alpestris,Horned Lark,2.806095,0.44775,4.0935,6.8996,-3.655185375,-3.207435878,Eremophila_alpestris
Eremopterix_verticalis,Grey-backed Sparrow-lark,-7.835229,0.534409,-2.6272,-10.4625,-2.524520705,-1.990111518,Eremopterix_verticalis
Erythrogonys_cinctus,Red-kneed Dotterel,-2.31621,0.149551,-0.5351,-2.8513,1.644691131,1.794241802,Erythrogonys_cinctus
Erythrura_gouldiae,Gouldian Finch,1.119018,3.048636,-2.1507,-1.0316,-4.177030967,-1.128394519,Erythrura_gouldiae
Eudromias_morinellus,Eurasian Dotterel,4.056027,-0.617618,1.153,5.209,-3.648453929,-4.266072127,Eudromias_morinellus
Eudyptula_minor,Little Penguin,-7.396639,1.990044,24.7169,17.3202,6.298367498,8.288411783,Eudyptula_minor
Eulacestoma_nigropectus,Wattled Ploughbill,-13.626605,2.884234,-7.5665,-21.1931,-1.390689041,1.493544848,Eulacestoma_nigropectus
Euphagus_carolinus,Rusty Blackbird,-4.866171,1.129553,-13.7631,-18.6293,1.671454589,2.80100758,Euphagus_carolinus
Euphagus_cyanocephalus,Brewer's Blackbird,-2.155383,2.442303,-14.792,-16.9474,1.80296822,4.245271257,Euphagus_cyanocephalus
Euplectes_orix,Red Bishop,-19.779228,-3.236745,5.9675,-13.8117,-2.94405568,-6.180800558,Euplectes_orix
Eurypyga_helias,Sunbittern,-5.310596,-0.94494,9.1861,3.8755,0.936131209,-0.008808585,Eurypyga_helias
Falco_berigora,Brown Falcon,1.839251,-2.301621,-6.9989,-5.1597,-0.56279703,-2.864417492,Falco_berigora
Falco_columbarius,Merlin,6.581194,1.939359,0.4279,7.0091,-1.112956154,0.826402863,Falco_columbarius
Falco_mexicanus,Prairie Falcon,6.904432,0.410675,7.8002,14.7046,-1.549494325,-1.138819202,Falco_mexicanus
Falco_peregrinus,Peregrine Falcon,2.416181,-0.509657,4.1509,6.5671,-1.181396213,-1.691053224,Falco_peregrinus
Falco_sparverius,American Kestrel,2.239016,-1.296495,2.4946,4.7336,-0.060400944,-1.356895881,Falco_sparverius
Falco_tinnunculus,Common Kestrel,0.248153,2.051813,5.6626,5.9107,-7.25238639,-5.200572945,Falco_tinnunculus
Falcunculus_frontatus,Crested Shrike-tit,-3.606976,-0.216306,-1.7761,-5.3831,0.030613554,-0.185692137,Falcunculus_frontatus
Ficedula_albicollis,Collared Flycatcher,-3.320106,3.029142,9.0632,5.7431,-0.492878283,2.536263282,Ficedula_albicollis
Ficedula_hypoleuca,European Pied Flycatcher,0.210363,2.533514,3.0344,3.2448,0.779652939,3.313166883,Ficedula_hypoleuca
Formicarius_analis,Black-faced Antthrush,-1.31643,0.294957,-18.0609,-19.3773,0.829600974,1.124557892,Formicarius_analis
Formicarius_nigricapillus,Black-headed Antthrush,0.63785,0.630941,-18.5014,-17.8636,0.81380842,1.444749286,Formicarius_nigricapillus
Foudia_madagascariensis,Madagascar Red Fody,-4.645349,-9.575512,0.9632,-3.6821,-1.251377848,-10.82688943,Foudia_madagascariensis
Fratercula_arctica,Atlantic Puffin,1.112743,0.563349,1.1535,2.2663,2.959311769,3.522661032,Fratercula_arctica
Fratercula_corniculata,Horned Puffin,0.049503,-1.362602,-2.8919,-2.8424,2.429346118,1.066744135,Fratercula_corniculata
Fregata_magnificens,Magnificent Frigatebird,-14.804931,1.305726,-0.9635,-15.7685,1.480666947,2.786392803,Fregata_magnificens
Fringilla_coelebs,Eurasian Chaffinch,3.416486,2.157679,8.8523,12.2688,-2.942550352,-0.784871593,Fringilla_coelebs
Fulmarus_glacialis,Northern Fulmar,-3.903631,-2.514105,49.0177,45.1141,-1.634591778,-4.148697323,Fulmarus_glacialis
Galbula_albirostris,Yellow-billed Jacamar,6.994283,1.399655,-12.8684,-5.8741,-3.52046618,-2.120811145,Galbula_albirostris
Galerida_cristata,Crested Lark,1.71059,0.492744,8.6619,10.3725,-4.624776335,-4.132032389,Galerida_cristata
Gallinula_chloropus,Common Moorhen,-1.1785,0.51586,-14.6749,-15.8534,1.99800528,2.513865551,Gallinula_chloropus
Gallinula_tenebrosa,Dusky Moorhen,-0.522852,0.028813,-16.7124,-17.2352,2.553092109,2.581905555,Gallinula_tenebrosa
Gallus_gallus,Red Junglefowl,-3.35072,0.845723,-10.1508,-13.5015,-3.458693264,-2.612970201,Gallus_gallus
Gavia_adamsii,Yellow-billed Loon,0.632246,-0.183782,4.4803,5.1125,2.072355677,1.888573539,Gavia_adamsii
