scinam,genus_species,genus,species,peak_frequency,perc_forest_cover,n_ind,family,body_mass,body_mass_M,body_mass_F,SSD_bm,male_wing_avg,female_wing_avg,SSD,habitat_type 
batis,Batis_senegalensis,Batis,senegalensis,3617.6,25.625,3,platysteiridae,9.9,,,,58.04,55.78,0.017248894,1
batis,Batis_soror,Batis,soror,2411.75,33.78571429,2,platysteiridae,9.5,,,,56.2,54.94,0.00984766,1
berlepschia,Berlepschia_rikeri,Berlepschia,rikeri,2584,38.33333333,5,furnariidae,37,,,,,,,2
bernieria,Bernieria_apperti,Bernieria,apperti,7321.3,65.625,4,sylviidae,14.6,,,,,,,2
bernieria,Bernieria_cinereiceps,Bernieria,cinereiceps,7924.2,90.44444444,3,sylviidae,18.2,,,,,,,2
bernieria,Bernieria_madagascariensis,Bernieria,madagascariensis,2928.5,97,5,sylviidae,25.7,,,,,,,2
bernieria,Bernieria_zosterops,Bernieria,zosterops,7924.2,100,1,sylviidae,12.15,,,,,,,2
bias,Bias_musicus,Bias,musicus,3445.3,41.42857143,5,platysteiridae,21.9,,,,87.3,85.6,0.008540479,2
biatas,Biatas_nigropectus,Biatas,nigropectus,1894.9,100,5,thamnophilidae,,,,,,,,2
bleda,Bleda_canicapillus,Bleda,canicapillus,2239.5,37.25,5,pycnonotidae,40.3,42.7,37.9,0.051788665,102,92,0.044812344,2
bleda,Bleda_eximius,Bleda,eximius,1550.4,100,4,pycnonotidae,35.7,,,,103,94.8,0.036028887,2
bleda,Bleda_notatus,Bleda,notatus,2411.7,100,3,pycnonotidae,39.2,42.4,36,0.071063356,,,,2
bleda,Bleda_syndactylus,Bleda,syndactylus,1550.4,100,5,pycnonotidae,46.15,45.3,47,-0.015999656,107,98.8,0.034626833,2
bombycilla,Bombycilla_cedrorum,Bombycilla,cedrorum,7407.7,43.46428571,4,bombycillidae,31.6,30.6,32.6,-0.027496174,95.4,94.1,0.005958751,1
bombycilla,Bombycilla_garrulus,Bombycilla,garrulus,5857,6.125,5,bombycillidae,54.45,,,,115.43,114.33,0.004158492,2
bowdleria,Bowdleria_punctata,Bowdleria,punctata,2670.1,37.25,2,sylviidae,25.2,26.4,24,0.041392685,62.64,61.62,0.007130055,0
brachypteryx,Brachypteryx_hyperythra,Brachypteryx,hyperythra,3359.2,100,2,turdidae,,,,,,,,2
brachypteryx,Brachypteryx_leucophrys,Brachypteryx,leucophrys,4306.6,100,5,turdidae,15.8,,,,,,,2
brachypteryx,Brachypteryx_montana,Brachypteryx,montana,3789.85,69.17857143,4,turdidae,17.7,16.9,18.5,-0.039285024,,,,2
bradornis,Bradornis_infuscatus,Bradornis,infuscatus,2067.2,5.125,1,muscicapidae,32.4,,,,118.25,110.75,0.028457415,1
bradornis,Bradornis_microrhynchus,Bradornis,microrhynchus,6201.6,12,3,muscicapidae,19.5,20,18.5,0.033858267,80.23,79.53,0.00380581,1
bradornis,Bradornis_pallidus,Bradornis,pallidus,4995.7,29.77678571,2,muscicapidae,23.6,,,,88.63,85.07,0.017804316,1
bradypterus,Bradypterus_accentor,Bradypterus,accentor,5684.8,65.66666667,3,sylviidae,14,,,,,,,2
bradypterus,Bradypterus_alfredi,Bradypterus,alfredi,2756.2,41.375,1,sylviidae,15.8,,,,58,59,-0.007424018,1
bradypterus,Bradypterus_alishanensis,Bradypterus,alishanensis,3273,85.78472222,4,sylviidae,10,,,,,,,1
bradypterus,Bradypterus_baboecala,Bradypterus,baboecala,2584,10.125,5,sylviidae,12.1,,,,55.76,55.78,-0.000155745,0
bradypterus,Bradypterus_bangwaensis,Bradypterus,bangwaensis,3445.3,27.33333333,5,sylviidae,21,,,,,,,2
bradypterus,Bradypterus_barratti,Bradypterus,barratti,4134.4,40.66666667,5,sylviidae,18.8,,,,62.5,60.3,0.015562705,2
bradypterus,Bradypterus_carpalis,Bradypterus,carpalis,2756.2,12.11111111,5,sylviidae,22.4,23.5,21.3,0.042688259,71.4,68.4,0.01864211,0
bradypterus,Bradypterus_castaneus,Bradypterus,castaneus,6029.3,100,5,sylviidae,19,,,,,,,2
bradypterus,Bradypterus_caudatus,Bradypterus,caudatus,7752,89.625,5,sylviidae,22.9,,,,,,,2
bradypterus,Bradypterus_cinnamomeus,Bradypterus,cinnamomeus,4306.6,36.75,5,sylviidae,17.4,17.8,17,0.019971081,60.5,59.3,0.008700681,2
bradypterus,Bradypterus_davidi,Bradypterus,davidi,5340.2,43.625,5,sylviidae,10.05,,,,,,,1
bradypterus,Bradypterus_graueri,Bradypterus,graueri,3445.3,95.75,3,sylviidae,17,17.3,16.7,0.015329632,58,57.5,0.003760149,1
bradypterus,Bradypterus_lopezi,Bradypterus,lopezi,3789.8,75.85714286,5,sylviidae,19.2,,,,60.5,58.1,0.017579242,2
bradypterus,Bradypterus_luteoventris,Bradypterus,luteoventris,3100.8,100,5,sylviidae,12.5,,,,,,,1
bradypterus,Bradypterus_mandelli,Bradypterus,mandelli,4478.9,69,5,sylviidae,10,,,,,,,1
bradypterus,Bradypterus_montis,Bradypterus,montis,3445.3,47.375,3,sylviidae,14,,,,,,,0
bradypterus,Bradypterus_seebohmi,Bradypterus,seebohmi,3789.8,46.875,5,sylviidae,11.3,,,,,,,0
bradypterus,Bradypterus_sylvaticus,Bradypterus,sylvaticus,4306.6,85.5,5,sylviidae,21,,,,,,,2
bradypterus,Bradypterus_tacsanowskius,Bradypterus,tacsanowskius,4823.4,6.714285714,5,sylviidae,11.7,,,,,,,1
bradypterus,Bradypterus_thoracicus,Bradypterus,thoracicus,5684.8,40.11111111,5,sylviidae,10.8,,,,,,,1
bradypterus,Bradypterus_timorensis,Bradypterus,timorensis,3962.1,72,5,sylviidae,11,,,,,,,2
bradypterus,Bradypterus_victorini,Bradypterus,victorini,3962.1,60.22222222,5,sylviidae,10,,,,,,,1
bubalornis,Bubalornis_albirostris,Bubalornis,albirostris,3445.3,13.44444444,1,ploceidae,61.9,,,,124,112,0.044203662,0
bubalornis,Bubalornis_niger,Bubalornis,niger,2928.5,7.4375,4,ploceidae,76.4,82.1,70.7,0.064923743,122.55,113.5,0.033317454,0
bucanetes,Bucanetes_githagineus,Bucanetes,githagineus,3789.8,0,5,fringillidae,,,,,89.4,86.2,0.015830253,0
buettikoferella,Buettikoferella_bivittata,Buettikoferella,bivittata,5168,53.375,3,sylviidae,30,,,,,,,1
buthraupis,Buthraupis_aureodorsalis,Buthraupis,aureodorsalis,2756.2,16.66666667,1,thraupidae,85,,,,,,,2
buthraupis,Buthraupis_eximia,Buthraupis,eximia,2584,46.33333333,5,thraupidae,62.7,,,,,,,2
buthraupis,Buthraupis_montana,Buthraupis,montana,5512.5,68.33333333,4,thraupidae,87.5,,,,,,,2
buthraupis,Buthraupis_wetmorei,Buthraupis,wetmorei,7407.4,75.5,5,thraupidae,62.5,,,,,,,2
cacicus,Cacicus_cela,Cacicus,cela,2584,88.14285714,5,icteridae,87.45,106,68.9,0.187086643,158.7,125.45,0.102106261,1
cacicus,Cacicus_chrysonotus,Cacicus,chrysonotus,2411.7,83.28571429,5,icteridae,79.5,92.5,66.5,0.143320087,150.07,128.1,0.068744753,2
cacicus,Cacicus_chrysopterus,Cacicus,chrysopterus,3014.65,88.5625,4,icteridae,36.45,41,31.9,0.108993174,102.5,94.1,0.037134242,2
cacicus,Cacicus_haemorrhous,Cacicus,haemorrhous,4995.7,85.57142857,4,icteridae,85.35,102,68.7,0.171643435,181.5,141.77,0.10729229,2
cacicus,Cacicus_koepckeae,Cacicus,koepckeae,3789.8,100,1,icteridae,,,,,,,,2
cacicus,Cacicus_leucoramphus,Cacicus,leucoramphus,2497.85,85.20833333,4,icteridae,81.25,98,64.5,0.181666361,,,,2
cacicus,Cacicus_melanicterus,Cacicus,melanicterus,2583.95,32.75,4,icteridae,82.3,94.8,69.8,0.132952915,155.2,130.6,0.07494854,1
cacicus,Cacicus_microrhynchus,Cacicus,microrhynchus,1894.9,100,5,icteridae,,,,,,,,2
cacicus,Cacicus_sclateri,Cacicus,sclateri,2239.5,90,5,icteridae,49,,,,105,98,0.029963223,2
cacicus,Cacicus_solitarius,Cacicus,solitarius,2325.6,83.16666667,4,icteridae,80.05,86.8,73.3,0.073415751,124.4,116,0.030362391,2
cacicus,Cacicus_uropygialis,Cacicus,uropygialis,2411.7,80.875,5,icteridae,61.65,69.3,54,0.108339475,156.5,138.4,0.053378252,2
calamanthus,Calamanthus_campestris,Calamanthus,campestris,3617.6,1.333333333,5,acanthizidae,13.95,,,,54.07,51.48,0.021317831,1
calamanthus,Calamanthus_fuliginosus,Calamanthus,fuliginosus,4220.5,37.4375,2,acanthizidae,20.86666667,21.7,18.8,0.062301885,58.57,56.17,0.0181708,1
calamospiza,Calamospiza_melanocorys,Calamospiza,melanocorys,2928.5,0,5,emberizidae,37.6,,,,87.9,83.3,0.023343874,0
calandrella,Calandrella_acutirostris,Calandrella,acutirostris,4134.4,0,5,alaudidae,20.25,,,,92.6,86.67,0.02874219,0
calandrella,Calandrella_brachydactyla,Calandrella,brachydactyla,4134.4,6.625,5,alaudidae,20.73333333,22.3,19.9,0.049451787,95.19,90.5,0.021942748,0
calandrella,Calandrella_cheleensis,Calandrella,cheleensis,4306.6,0,5,alaudidae,22.2,,,,,,,0
calandrella,Calandrella_cinerea,Calandrella,cinerea,4306.6,6.555555556,5,alaudidae,23.7,,,,95.4,89.78,0.026368774,0
calandrella,Calandrella_raytal,Calandrella,raytal,4995.7,59.5,2,alaudidae,18.5,,,,,,,0
calandrella,Calandrella_rufescens,Calandrella,rufescens,4392.75,0.888888889,4,alaudidae,24.1,,,,90.63,85.33,0.026170234,0
calandrella,Calandrella_somalica,Calandrella,somalica,5254.1,0.4375,4,alaudidae,,,,,85.7,85.2,0.002541227,0
calcarius,Calcarius_lapponicus,Calcarius,lapponicus,3789.9,0,5,emberizidae,27.85,27.4,28.3,-0.014035873,94.66,88.44,0.029517766,0
calcarius,Calcarius_mccownii,Calcarius,mccownii,3617.6,0,5,emberizidae,25.7,26.7,24.7,0.033814308,90.3,84.5,0.028831041,0
calcarius,Calcarius_ornatus,Calcarius,ornatus,3962.1,0,5,emberizidae,20.3,,,,84.4,77.9,0.034804989,0
calcarius,Calcarius_pictus,Calcarius,pictus,4306.6,0,5,emberizidae,26.7,28.1,25.3,0.045585799,92.7,87.1,0.027061579,0
calicalicus,Calicalicus_madagascariensis,Calicalicus,madagascariensis,2842.35,84.44444444,4,vangidae,16.4,,,,,,,2
calicalicus,Calicalicus_rufocarpalis,Calicalicus,rufocarpalis,2670.1,11.67857143,4,vangidae,16.8,,,,,,,1
callacanthis,Callacanthis_burtoni,Callacanthis,burtoni,2928.5,59,1,fringillidae,,,,,100,98.5,0.00656377,2
callaeas,Callaeas_cinereus,Callaeas,cinereus,1722.7,100,5,callaeatidae,225.5,233,218,0.028899427,161.57,153.39,0.022563678,
calocitta,Calocitta_colliei,Calocitta,colliei,2584,89.88888889,1,corvidae,234,,,,,,,1
calocitta,Calocitta_formosa,Calocitta,formosa,2928.5,33.55555556,5,corvidae,210,,,,,,,2
calyptocichla,Calyptocichla_serina,Calyptocichla,serina,2239.5,100,1,pycnonotidae,38.75,39.8,37.7,0.023541722,89.7,87.8,0.009297927,2
calyptomena,Calyptomena_hosii,Calyptomena,hosii,882.9,76.5,3,eurylaimidae,100.25,,,,,,,2
calyptomena,Calyptomena_viridis,Calyptomena,viridis,1205.9,92.375,5,eurylaimidae,59.7,,,,,,,2
calyptomena,Calyptomena_whiteheadi,Calyptomena,whiteheadi,3273,100,5,eurylaimidae,156.5,,,,,,,2
calyptophilus,Calyptophilus_frugivorus,Calyptophilus,frugivorus,5340.2,100,2,thraupidae,32.1,,,,,,,2
calyptophilus,Calyptophilus_tertius,Calyptophilus,tertius,4306.6,57.33333333,3,thraupidae,49.2,,,,,,,2
camarhynchus,Camarhynchus_heliobates,Camarhynchus,heliobates,2928.5,0,1,emberizidae,18,,,,,,,2
camarhynchus,Camarhynchus_pallidus,Camarhynchus,pallidus,3445.3,89,3,emberizidae,23.1,,,,,,,2
camarhynchus,Camarhynchus_parvulus,Camarhynchus,parvulus,4478.9,57.8125,2,emberizidae,13.2,,,,,,,2
camarhynchus,Camarhynchus_pauper,Camarhynchus,pauper,3445.3,28.375,2,emberizidae,16,,,,,,,2
camarhynchus,Camarhynchus_psittacula,Camarhynchus,psittacula,3962.1,89,1,emberizidae,18.7,,,,,,,2
camaroptera,Camaroptera_brachyura,Camaroptera,brachyura,4134.4,72.77777778,5,cisticolidae,9.825,10.23333333,8.866666667,0.062256739,54.52,51.38,0.025761747,2
camaroptera,Camaroptera_chloronota,Camaroptera,chloronota,3273,100,5,cisticolidae,11.4,,,,53.6,49,0.03896871,2
camaroptera,Camaroptera_fasciolata,Camaroptera,fasciolata,3273.05,10.625,2,cisticolidae,13.1,,,,61.1,58.1,0.021865078,1
camaroptera,Camaroptera_simplex,Camaroptera,simplex,2928.5,11.375,5,cisticolidae,12,,,,58.2,56.8,0.010574649,2
camaroptera,Camaroptera_superciliaris,Camaroptera,superciliaris,2411.7,83.75,5,cisticolidae,9.7,,,,48.9,46,0.026551027,2
camaroptera,Camaroptera_undosa,Camaroptera,undosa,2928.5,30.28571429,5,cisticolidae,13,,,,63.33,58.7,0.032971387,2
campephaga,Campephaga_flava,Campephaga,flava,4995.7,56.25,5,campephagidae,32.3,,,,104,102,0.008433168,2
campephaga,Campephaga_quiscalina,Campephaga,quiscalina,4048.25,96.96527778,4,campephagidae,34.5,,,,100,97.3,0.01188716,2
campochaera,Campochaera_sloetii,Campochaera,sloetii,3100.75,100,4,campephagidae,41,,,,,,,2
camptostoma,Camptostoma_imberbe,Camptostoma,imberbe,4306.6,12.25,5,tyrannidae,7.4,,,,55.4,51.7,0.030019222,1
camptostoma,Camptostoma_obsoletum,Camptostoma,obsoletum,4134.4,66.77777778,5,tyrannidae,8.1,,,,52.91,48.14,0.041031676,1
campylorhamphus,Campylorhamphus_falcularius,Campylorhamphus,falcularius,3273,100,5,dendrocolaptidae,42.3,,,,,,,2
campylorhamphus,Campylorhamphus_procurvoides,Campylorhamphus,procurvoides,2239.5,78.71428571,5,dendrocolaptidae,33.5,,,,,,,2
campylorhamphus,Campylorhamphus_pucherani,Campylorhamphus,pucherani,3617.6,51,1,dendrocolaptidae,70.5,,,,,,,2
campylorhamphus,Campylorhamphus_pusillus,Campylorhamphus,pusillus,2756.2,97.11111111,5,dendrocolaptidae,40.5,,,,94.2,91.7,0.011681567,2
campylorhamphus,Campylorhamphus_trochilirostris,Campylorhamphus,trochilirostris,2584,61.625,5,dendrocolaptidae,40.8,,,,93.7,90.8,0.013653742,1
campylorhynchus,Campylorhynchus_albobrunneus,Campylorhynchus,albobrunneus,6718.4,100,1,troglodytidae,32.9,,,,,,,2
campylorhynchus,Campylorhynchus_brunneicapillus,Campylorhynchus,brunneicapillus,2239.5,3,5,troglodytidae,38.9,,,,84.3,80.3,0.021112029,0
campylorhynchus,Campylorhynchus_chiapensis,Campylorhynchus,chiapensis,1550.4,32.75,3,troglodytidae,50.9,,,,,,,1
campylorhynchus,Campylorhynchus_fasciatus,Campylorhynchus,fasciatus,4823.4,33.5,5,troglodytidae,30,,,,,,,1
campylorhynchus,Campylorhynchus_griseus,Campylorhynchus,griseus,1722.7,38.66666667,5,troglodytidae,42.4,,,,,,,0
campylorhynchus,Campylorhynchus_gularis,Campylorhynchus,gularis,1894.9,93.5,5,troglodytidae,30.1,,,,,,,1
campylorhynchus,Campylorhynchus_jocosus,Campylorhynchus,jocosus,4048.2,4.222222222,4,troglodytidae,27.6,,,,,,,1
campylorhynchus,Campylorhynchus_megalopterus,Campylorhynchus,megalopterus,3962.1,93.85714286,5,troglodytidae,33.1,,,,,,,2
campylorhynchus,Campylorhynchus_nuchalis,Campylorhynchus,nuchalis,2411.7,19.57142857,5,troglodytidae,23.2,,,,,,,1
campylorhynchus,Campylorhynchus_rufinucha,Campylorhynchus,rufinucha,2928.5,16.22222222,5,troglodytidae,31,,,,,,,1
campylorhynchus,Campylorhynchus_turdinus,Campylorhynchus,turdinus,1981.1,41.12698413,4,troglodytidae,32.6,,,,,,,2
campylorhynchus,Campylorhynchus_yucatanicus,Campylorhynchus,yucatanicus,1722.7,35,1,troglodytidae,35.5,,,,,,,0
campylorhynchus,Campylorhynchus_zonatus,Campylorhynchus,zonatus,5340.25,44.8968254,4,troglodytidae,34.6,,,,,,,2
capsiempis,Capsiempis_flaveola,Capsiempis,flaveola,2928.5,78.71428571,5,tyrannidae,7.7,,,,50.9,47.6,0.02911083,2
cardellina,Cardellina_rubrifrons,Cardellina,rubrifrons,4995.7,54.28571429,5,parulidae,9.8,,,,68.1,66,0.013603176,2
cardinalis,Cardinalis_cardinalis,Cardinalis,cardinalis,3100.8,27,5,cardinalidae,42.65,43.5,41.8,0.017312975,95.4,92.13,0.015147304,1
cardinalis,Cardinalis_phoeniceus,Cardinalis,phoeniceus,3100.8,3.333333333,3,cardinalidae,35,,,,,,,0
cardinalis,Cardinalis_sinuatus,Cardinalis,sinuatus,3875.95,12.875,4,cardinalidae,35.2,35.8,34.6,0.014806928,91.29,87.32,0.01930948,1
carduelis,Carduelis_ambigua,Carduelis,ambigua,4134.4,59.77777778,3,fringillidae,,,,,,,,2
carduelis,Carduelis_atrata,Carduelis,atrata,4909.6,4.722222222,4,fringillidae,16.05,15.8,16.3,-0.013530517,,,,0
carduelis,Carduelis_barbata,Carduelis,barbata,4220.5,0.8125,4,fringillidae,15.5,,,,,,,1
carduelis,Carduelis_cannabina,Carduelis,cannabina,4478.9,26.75,5,fringillidae,19.55,20.2,18.9,0.028889565,79.53,77.43,0.011621723,0
carduelis,Carduelis_carduelis,Carduelis,carduelis,4651.2,53.875,5,fringillidae,16,,,,80.66,77.47,0.017524662,1
carduelis,Carduelis_chloris,Carduelis,chloris,3617.6,24.5,5,fringillidae,26,,,,86.07,84.17,0.009694476,1
carduelis,Carduelis_citrinella,Carduelis,citrinella,5684.8,18.75,5,fringillidae,12,,,,78.2,76.2,0.011251782,1
carduelis,Carduelis_corsicana,Carduelis,corsicana,5598.65,17.375,4,fringillidae,11.5,,,,,,,1
carduelis,Carduelis_crassirostris,Carduelis,crassirostris,4306.6,0,5,fringillidae,19,,,,,,,0
carduelis,Carduelis_cucullata,Carduelis,cucullata,4823.45,0.388888889,4,fringillidae,9.8,,,,,,,1
carduelis,Carduelis_dominicensis,Carduelis,dominicensis,7407.4,82.5,1,fringillidae,12.6,,,,,,,1
carduelis,Carduelis_flammea,Carduelis,flammea,4651.2,23,5,fringillidae,11.6,,,,75.06,72.92,0.0125619,0
carduelis,Carduelis_flavirostris,Carduelis,flavirostris,4478.9,18.28571429,5,fringillidae,16.9,17.1,16.7,0.010279639,76.64,73.98,0.015341169,0
carduelis,Carduelis_hornemanni,Carduelis,hornemanni,4651.2,0,5,fringillidae,15.45,,,,78.9,75.63,0.018382903,0
carduelis,Carduelis_lawrencei,Carduelis,lawrencei,4823.4,11.66666667,5,fringillidae,10.95,10.6,11.3,-0.027772578,67.2,65,0.014455916,1
carduelis,Carduelis_magellanica,Carduelis,magellanica,4392.8,15.8968254,4,fringillidae,13.6,,,,,,,1
carduelis,Carduelis_monguilloti,Carduelis,monguilloti,4134.4,52.28571429,3,fringillidae,15.5,,,,,,,1
carduelis,Carduelis_notata,Carduelis,notata,4478.9,67.88888889,5,fringillidae,10.9,,,,,,,1
carduelis,Carduelis_olivacea,Carduelis,olivacea,4651.2,100,5,fringillidae,,,,,,,,2
carduelis,Carduelis_pinus,Carduelis,pinus,4995.7,43.22222222,5,fringillidae,12.7,,,,72.43,71.17,0.007621519,2
carduelis,Carduelis_psaltria,Carduelis,psaltria,4651.2,11,5,fringillidae,8.8,,,,64,61.6,0.016599262,1
carduelis,Carduelis_siemiradzkii,Carduelis,siemiradzkii,4478.9,42.71428571,5,fringillidae,11,,,,,,,1
carduelis,Carduelis_sinica,Carduelis,sinica,3962.1,95.25,3,fringillidae,18.6,,,,79,79,0,1
carduelis,Carduelis_spinescens,Carduelis,spinescens,5512.5,22.77777778,5,fringillidae,11.3,,,,,,,1
carduelis,Carduelis_spinoides,Carduelis,spinoides,3789.8,42.57142857,3,fringillidae,18.6,,,,78,75.67,0.013170869,1
carduelis,Carduelis_spinus,Carduelis,spinus,4478.9,42.75,5,fringillidae,13.25,13.5,13,0.016390416,71,69.9,0.006781173,2
carduelis,Carduelis_tristis,Carduelis,tristis,4737.3,64.64583333,4,fringillidae,12.8,13.1,12.5,0.020361283,71.9,70.5,0.008539773,1
carduelis,Carduelis_uropygialis,Carduelis,uropygialis,4392.75,0,2,fringillidae,14,,,,,,,1
carduelis,Carduelis_xanthogastra,Carduelis,xanthogastra,4134.4,66,5,fringillidae,12.7,,,,,,,1
carduelis,Carduelis_yarrellii,Carduelis,yarrellii,4220.5,51.45138889,2,fringillidae,,,,,,,,1
carduelis,Carduelis_yemenensis,Carduelis,yemenensis,4220.5,14.03472222,2,fringillidae,14.3,,,,,,,0
carpodacus,Carpodacus_cassinii,Carpodacus,cassinii,3100.8,30.88888889,5,fringillidae,26.5,,,,93.08,89.18,0.018588907,1
carpodacus,Carpodacus_erythrinus,Carpodacus,erythrinus,4134.4,21.66666667,5,fringillidae,24,25,23,0.036212173,83.78,81.5,0.011982747,1
carpodacus,Carpodacus_mexicanus,Carpodacus,mexicanus,3273,13.125,5,fringillidae,21.4,,,,80.15,77.78,0.013035588,0
carpodacus,Carpodacus_nipalensis,Carpodacus,nipalensis,3962.1,35.66666667,1,fringillidae,22.3,,,,88,82,0.03066882,1
carpodacus,Carpodacus_pulcherrimus,Carpodacus,pulcherrimus,5598.65,0,2,fringillidae,19.2,,,,77.5,76,0.00848811,1
carpodacus,Carpodacus_puniceus,Carpodacus,puniceus,2756.2,0,1,fringillidae,46.75,,,,115.33,111.7,0.013889119,0
carpodacus,Carpodacus_purpureus,Carpodacus,purpureus,3445.3,65.75,5,fringillidae,23.3,,,,83.25,79.27,0.021275384,1
carpodacus,Carpodacus_rubescens,Carpodacus,rubescens,4823.4,100,1,fringillidae,,,,,82.5,78.5,0.021584292,1
carpodacus,Carpodacus_rubicilla,Carpodacus,rubicilla,3445.3,0,1,fringillidae,43.2,,,,116.77,110.97,0.022125694,0
carpodacus,Carpodacus_rubicilloides,Carpodacus,rubicilloides,3875.95,0,2,fringillidae,42.05,,,,110,102.5,0.03066882,0
carpodacus,Carpodacus_thura,Carpodacus,thura,3100.8,36.625,3,fringillidae,31.4,,,,84.75,82.5,0.011685758,1
carpodacus,Carpodacus_vinaceus,Carpodacus,vinaceus,3273,52,1,fringillidae,22.7,,,,,,,
carpornis,Carpornis_cucullata,Carpornis,cucullata,1162.8,100,5,cotingidae,74.2,,,,116.2,113.3,0.010976218,2
carpornis,Carpornis_melanocephala,Carpornis,melanocephala,1378.1,48.42361111,4,cotingidae,64.2,,,,115.1,112.3,0.010695567,2
caryothraustes,Caryothraustes_canadensis,Caryothraustes,canadensis,4134.4,66.625,5,cardinalidae,34.5,,,,,,,2
caryothraustes,Caryothraustes_poliogaster,Caryothraustes,poliogaster,4134.4,100,5,cardinalidae,41.8,,,,,,,2
casiornis,Casiornis_fuscus,Casiornis,fuscus,4651.2,61.5,1,tyrannidae,19.5,,,,,,,2
casiornis,Casiornis_rufus,Casiornis,rufus,4134.4,49.33333333,3,tyrannidae,24.8,,,,,,,2
catamblyrhynchus,Catamblyrhynchus_diadema,Catamblyrhynchus,diadema,6029.3,54.44444444,5,thraupidae,14.15,14.9,13.4,0.04608147,,,,2
catamenia,Catamenia_analis,Catamenia,analis,5168,11.5,5,emberizidae,12,,,,,,,0
catamenia,Catamenia_homochroa,Catamenia,homochroa,3962.1,53.25,5,emberizidae,12.2,,,,,,,1
catamenia,Catamenia_inornata,Catamenia,inornata,4651.2,16.55555556,5,emberizidae,13.4,,,,,,,0
cataponera,Cataponera_turdoides,Cataponera,turdoides,2411.7,96.3125,2,turdidae,,,,,114.5,107,0.029421709,2
catharopeza,Catharopeza_bishopi,Catharopeza,bishopi,2756.2,56.5,1,parulidae,15.1,,,,,,,2
catharus,Catharus_aurantiirostris,Catharus,aurantiirostris,3445.3,10.625,5,turdidae,29.8,,,,81.88,77.75,0.022477436,2
catharus,Catharus_bicknelli,Catharus,bicknelli,4478.9,77.25,4,turdidae,27.35,27.5,27.2,0.00476379,,,,2
catharus,Catharus_dryas,Catharus,dryas,2928.5,100,5,turdidae,37.7,,,,101.25,96.63,0.020283052,2
catharus,Catharus_frantzii,Catharus,frantzii,3100.75,71.74305556,4,turdidae,28.9,,,,86,82.13,0.019996628,2
catharus,Catharus_fuscater,Catharus,fuscater,3014.65,92.11111111,4,turdidae,33.7,,,,87.17,83.08,0.020870558,2
catharus,Catharus_fuscescens,Catharus,fuscescens,3445.3,93.14285714,5,turdidae,31.9,,,,99.23,96.13,0.013784049,2
catharus,Catharus_gracilirostris,Catharus,gracilirostris,4823.45,98.875,4,turdidae,21,,,,75.75,73,0.016059777,2
catharus,Catharus_guttatus,Catharus,guttatus,3100.8,71.9,5,turdidae,30.1,,,,94.11,89.03,0.0240994,2
catharus,Catharus_mexicanus,Catharus,mexicanus,4134.4,95.375,5,turdidae,33,,,,87.38,84.5,0.014555331,2
catharus,Catharus_minimus,Catharus,minimus,3962.1,0.25,5,turdidae,31.6,32.6,30.6,0.027496174,102.93,100.68,0.009598766,2
catharus,Catharus_occidentalis,Catharus,occidentalis,3789.8,79.875,3,turdidae,26.2,,,,88.63,83.38,0.026518859,2
catharus,Catharus_ustulatus,Catharus,ustulatus,2928.5,93.66666667,5,turdidae,30.3,,,,99.07,95.41,0.016348267,2
catherpes,Catherpes_mexicanus,Catherpes,mexicanus,3789.8,76,5,troglodytidae,12,,,,59.7,57.2,0.018578302,0
cephalopterus,Cephalopterus_ornatus,Cephalopterus,ornatus,215.3,71.33333333,3,cotingidae,380,,,,281.1,238.9,0.070644696,2
cephalopterus,Cephalopterus_penduliger,Cephalopterus,penduliger,258.4,100,3,cotingidae,338,,,,255.4,233,0.039864972,1
cephalopyrus,Cephalopyrus_flammiceps,Cephalopyrus,flammiceps,6890.6,88.55555556,2,remizidae,7,,,,60,59.63,0.002686441,2
cercomacra,Cercomacra_brasiliana,Cercomacra,brasiliana,1722.7,84,5,thamnophilidae,,,,,,,,2
cercomacra,Cercomacra_carbonaria,Cercomacra,carbonaria,1894.9,27.5,5,thamnophilidae,14.5,,,,,,,2
cercomacra,Cercomacra_cinerascens,Cercomacra,cinerascens,2411.7,100,5,thamnophilidae,14.3,,,,,,,2
cercomacra,Cercomacra_ferdinandi,Cercomacra,ferdinandi,1722.7,15.55555556,5,thamnophilidae,15,,,,,,,2
cercomacra,Cercomacra_laeta,Cercomacra,laeta,3273,100,5,thamnophilidae,16,,,,,,,2
cercomacra,Cercomacra_manu,Cercomacra,manu,1205.9,100,5,thamnophilidae,18.15,19.7,16.6,0.074358138,,,,2
cercomacra,Cercomacra_melanaria,Cercomacra,melanaria,1894.9,73.25,5,thamnophilidae,19,,,,,,,2
cercomacra,Cercomacra_nigrescens,Cercomacra,nigrescens,2239.5,94.22222222,5,thamnophilidae,16.5,,,,66.8,61.3,0.037315988,2
cercomacra,Cercomacra_nigricans,Cercomacra,nigricans,2067.2,75.66666667,5,thamnophilidae,16.6,17.6,15.6,0.052388069,,,,2
cercomacra,Cercomacra_parkeri,Cercomacra,parkeri,3014.65,82.16666667,4,thamnophilidae,,,,,,,,2
cercomacra,Cercomacra_serva,Cercomacra,serva,2411.7,100,5,thamnophilidae,17,,,,,,,2
cercomacra,Cercomacra_tyrannina,Cercomacra,tyrannina,2928.5,77.33333333,5,thamnophilidae,16.3,,,,62.45,60.3,0.015215131,2
