scinam,genus_species,genus,species,peak_frequency,perc_forest_cover,n_ind,family,body_mass,body_mass_M,body_mass_F,SSD_bm,male_wing_avg,female_wing_avg,SSD,habitat_type 
piprites,Piprites_griseiceps,Piprites,griseiceps,2153.35,100,2,pipridae,16,,,,,,,2
piprites,Piprites_pileata,Piprites,pileata,2756.2,100,5,pipridae,15,,,,,,,2
piranga,Piranga_bidentata,Piranga,bidentata,3100.8,84.875,5,cardinalidae,36.1,,,,,,,2
piranga,Piranga_erythrocephala,Piranga,erythrocephala,7062.9,93.5,3,cardinalidae,21.8,,,,,,,2
piranga,Piranga_flava,Piranga,flava,3014.65,55.125,4,cardinalidae,37.7,,,,98.68,95.28,0.015227392,2
piranga,Piranga_hepatica,Piranga,hepatica,2928.5,61.88888889,5,thraupidae,,,,,,,,2
piranga,Piranga_leucoptera,Piranga,leucoptera,5684.8,100,5,cardinalidae,16,,,,,,,2
piranga,Piranga_ludoviciana,Piranga,ludoviciana,2928.5,42.875,5,cardinalidae,28.1,,,,94.8,92.3,0.011606636,2
piranga,Piranga_lutea,Piranga,lutea,3014.65,34.03174603,4,thraupidae,,,,,,,,2
piranga,Piranga_olivacea,Piranga,olivacea,2928.5,91.875,5,cardinalidae,28.2,,,,96.1,92.8,0.015175411,2
piranga,Piranga_roseogularis,Piranga,roseogularis,3014.65,100,2,cardinalidae,24,,,,,,,2
piranga,Piranga_rubra,Piranga,rubra,2756.2,82,5,cardinalidae,29.15,,,,95.93,92.87,0.014078999,2
piranga,Piranga_rubriceps,Piranga,rubriceps,4995.7,92.44444444,3,cardinalidae,35.9,,,,,,,2
pitangus,Pitangus_lictor,Pitangus,lictor,3531.45,69.16666667,4,tyrannidae,25.5,,,,87.1,81.9,0.026734253,0
pitangus,Pitangus_sulphuratus,Pitangus,sulphuratus,3445.3,66.44444444,5,tyrannidae,63.33333333,,,,114.9,110.5,0.016957751,1
pithys,Pithys_albifrons,Pithys,albifrons,3789.8,100,5,thamnophilidae,20.4,,,,,,,2
pithys,Pithys_castaneus,Pithys,castaneus,2756.2,100,5,thamnophilidae,29.8,,,,,,,2
pitohui,Pitohui_cristatus,Pitohui,cristatus,818.25,100,4,colluricinclidae,82,,,,,,,2
pitohui,Pitohui_dichrous,Pitohui,dichrous,1636.55,100,4,colluricinclidae,92.9,,,,,,,2
pitohui,Pitohui_ferrugineus,Pitohui,ferrugineus,1550.4,97,4,colluricinclidae,95.5,96.7,94.3,0.010914781,,,,2
pitohui,Pitohui_incertus,Pitohui,incertus,2239.45,91,2,colluricinclidae,75,,,,,,,2
pitohui,Pitohui_kirhocephalus,Pitohui,kirhocephalus,1894.9,100,3,colluricinclidae,79,76.9,81.1,-0.023094514,,,,2
pitohui,Pitohui_nigrescens,Pitohui,nigrescens,2067.2,100,3,colluricinclidae,73.6,,,,,,,2
pitta,Pitta_anerythra,Pitta,anerythra,1894.9,79.15277778,4,pittidae,86,,,,104.6,105.8,-0.004953983,2
pitta,Pitta_angolensis,Pitta,angolensis,1722.7,38.625,1,pittidae,65.5,,,,120.56,121.54,-0.003515993,2
pitta,Pitta_arcuata,Pitta,arcuata,1378.1,100,5,pittidae,,,,,89.6,89.3,0.001456551,2
pitta,Pitta_baudii,Pitta,baudii,1722.7,86,5,pittidae,,,,,95.6,93.9,0.0077923,2
pitta,Pitta_brachyura,Pitta,brachyura,2928.5,45.66666667,5,pittidae,55.5,,,,107.5,106.4,0.004466836,2
pitta,Pitta_caerulea,Pitta,caerulea,1550.4,100,4,pittidae,202,,,,154.7,153,0.004798883,2
pitta,Pitta_cyanea,Pitta,cyanea,2411.7,95.875,5,pittidae,111.25,,,,117.3,116.65,0.002413269,2
pitta,Pitta_elegans,Pitta,elegans,2239.5,81.4375,4,pittidae,56.6,,,,112.04,110.98,0.00412838,2
pitta,Pitta_elliotii,Pitta,elliotii,2067.2,100,5,pittidae,,,,,108.9,108.6,0.001198055,2
pitta,Pitta_erythrogaster,Pitta,erythrogaster,1033.6,95.75,4,pittidae,74.05,,,,102.54,101.96,0.002463486,2
pitta,Pitta_granatina,Pitta,granatina,1378.1,100,5,pittidae,70,,,,93.53,92.6,0.004339948,2
pitta,Pitta_guajana,Pitta,guajana,1281.25,89.55555556,4,pittidae,81.5,,,,106.5,104.43,0.00852433,2
pitta,Pitta_gurneyi,Pitta,gurneyi,2411.7,41.875,1,pittidae,60.5,,,,106.3,104.5,0.007416974,2
pitta,Pitta_iris,Pitta,iris,2239.5,50.44444444,1,pittidae,62.2,,,,109.4,107.63,0.007083982,2
pitta,Pitta_kochi,Pitta,kochi,764.4,100,2,pittidae,116,,,,120.7,123,-0.008197841,2
pitta,Pitta_maxima,Pitta,maxima,979.75,100,4,pittidae,190,,,,157,152.7,0.012060615,2
pitta,Pitta_megarhyncha,Pitta,megarhyncha,1550.4,6.375,4,pittidae,102,,,,120.2,119.6,0.002173288,2
pitta,Pitta_moluccensis,Pitta,moluccensis,1722.7,66.25,5,pittidae,76,,,,124.9,122.1,0.009846774,2
pitta,Pitta_nipalensis,Pitta,nipalensis,1550.4,78.5,5,pittidae,124,,,,121.87,121.73,0.000499189,2
pitta,Pitta_nympha,Pitta,nympha,1894.9,86.22222222,5,pittidae,90.25,109,71.5,0.183120456,121.8,120,0.006466042,2
pitta,Pitta_oatesi,Pitta,oatesi,1550.4,57.55555556,5,pittidae,120,,,,123.23,122.07,0.004107504,2
pitta,Pitta_phayrei,Pitta,phayrei,1894.9,100,3,pittidae,,,,,107.6,104.9,0.011036783,2
pitta,Pitta_schneideri,Pitta,schneideri,1109,100,2,pittidae,,,,,125.1,123.5,0.005590352,2
pitta,Pitta_sordida,Pitta,sordida,1722.7,100,5,pittidae,64.5,,,,111.01,109.99,0.004008901,2
pitta,Pitta_soror,Pitta,soror,1378.1,35.88888889,5,pittidae,114,,,,118.25,118.55,-0.001100409,2
pitta,Pitta_steerii,Pitta,steerii,1722.7,81,5,pittidae,94.8,,,,124.6,123.4,0.004202883,2
pitta,Pitta_superba,Pitta,superba,979.8,100,2,pittidae,,,,,132.5,128.8,0.012300015,2
pitta,Pitta_ussheri,Pitta,ussheri,1378.1,100,5,pittidae,,,,,,,,2
pitta,Pitta_venusta,Pitta,venusta,1205.9,100,1,pittidae,,,,,,,,2
pitta,Pitta_versicolor,Pitta,versicolor,1722.7,85.14285714,5,pittidae,89.45,,,,125.68,124.33,0.004690238,2
pittasoma,Pittasoma_michleri,Pittasoma,michleri,1894.9,78.44444444,3,formicariidae,109,,,,98.65,95.35,0.014776392,2
pittasoma,Pittasoma_rufopileatum,Pittasoma,rufopileatum,2239.5,100,5,formicariidae,96.5,,,,,,,2
pityriasis,Pityriasis_gymnocephala,Pityriasis,gymnocephala,1894.9,100,3,pityriaseidae,129,118,140,-0.074246028,,,,2
platylophus,Platylophus_galericulatus,Platylophus,galericulatus,5857,100,5,corvidae,98.225,,,,,,,2
platyrinchus,Platyrinchus_cancrominus,Platyrinchus,cancrominus,4995.7,73.42857143,3,tyrannidae,9.2,,,,,,,2
platyrinchus,Platyrinchus_coronatus,Platyrinchus,coronatus,7235.2,100,5,tyrannidae,9.15,,,,55.7,51.3,0.03573783,2
platyrinchus,Platyrinchus_flavigularis,Platyrinchus,flavigularis,6718.35,87.96527778,2,tyrannidae,10,,,,,,,2
platyrinchus,Platyrinchus_leucoryphus,Platyrinchus,leucoryphus,2756.2,96.66666667,3,tyrannidae,16,,,,,,,2
platyrinchus,Platyrinchus_mystaceus,Platyrinchus,mystaceus,4823.4,29.75,5,tyrannidae,9.7,,,,58.8,52.75,0.047154862,2
platyrinchus,Platyrinchus_platyrhynchos,Platyrinchus,platyrhynchos,2756.2,100,5,tyrannidae,12,,,,,,,2
platyrinchus,Platyrinchus_saturatus,Platyrinchus,saturatus,3962.1,100,5,tyrannidae,10.7,,,,,,,2
platysmurus,Platysmurus_leucopterus,Platysmurus,leucopterus,1722.7,100,3,corvidae,,,,,,,,2
platyspiza,Platyspiza_crassirostris,Platyspiza,crassirostris,3273.05,45.17460317,2,emberizidae,35.5,,,,,,,2
platysteira,Platysteira_blissetti,Platysteira,blissetti,3789.8,55.25,5,platysteiridae,11,,,,52.8,52.45,0.00288843,2
platysteira,Platysteira_castanea,Platysteira,castanea,2756.2,100,5,platysteiridae,14.1,14.3,13.9,0.012321237,57.75,57.3,0.003397367,2
platysteira,Platysteira_chalybea,Platysteira,chalybea,4134.4,24.875,1,platysteiridae,11.7,,,,52.3,51.8,0.004171929,2
platysteira,Platysteira_concreta,Platysteira,concreta,2584,100,2,platysteiridae,11.4,,,,58.95,59.05,-0.000736093,2
platysteira,Platysteira_cyanea,Platysteira,cyanea,3445.3,22.55555556,5,platysteiridae,13.8,,,,64,64.4,-0.002705893,2
platysteira,Platysteira_jamesoni,Platysteira,jamesoni,4134.4,96.875,3,platysteiridae,11.5,,,,,,,2
platysteira,Platysteira_laticincta,Platysteira,laticincta,3186.9,50.875,2,platysteiridae,14.3,,,,67,67,0,2
platysteira,Platysteira_peltata,Platysteira,peltata,3273.05,48.9375,4,platysteiridae,13.7,,,,66.35,66.2,0.000982938,2
platysteira,Platysteira_tonsa,Platysteira,tonsa,1550.4,95.22222222,1,platysteiridae,11.5,,,,54.2,54.5,-0.002397216,2
plectorhyncha,Plectorhyncha_lanceolata,Plectorhyncha,lanceolata,1894.9,70.875,5,meliphagidae,40.6,42.4,38.8,0.038534131,114,109.5,0.017490732,2
plectrophenax,Plectrophenax_hyperboreus,Plectrophenax,hyperboreus,4823.4,0,1,emberizidae,54.5,,,,114.65,107.1,0.029584588,0
plectrophenax,Plectrophenax_nivalis,Plectrophenax,nivalis,4134.4,0,5,emberizidae,42.2,,,,109.47,103,0.026457893,0
plocepasser,Plocepasser_donaldsoni,Plocepasser,donaldsoni,3962.1,0.333333333,1,passeridae,39.9,,,,92.4,88,0.021189299,1
plocepasser,Plocepasser_mahali,Plocepasser,mahali,4478.9,12.14285714,5,passeridae,41.55,,,,103.2,100.75,0.010434642,0
plocepasser,Plocepasser_superciliosus,Plocepasser,superciliosus,5684.8,6.375,5,passeridae,37.1,,,,92.3,87.1,0.025183546,1
ploceus,Ploceus_alienus,Ploceus,alienus,3100.8,100,1,ploceidae,22.2,,,,69.9,68.9,0.006257954,2
ploceus,Ploceus_aurantius,Ploceus,aurantius,5426.4,44.75,2,ploceidae,23,,,,71.5,65.8,0.036080148,1
ploceus,Ploceus_badius,Ploceus,badius,3962.1,0,1,ploceidae,,,,,73.1,66,0.044373441,0
ploceus,Ploceus_baglafecht,Ploceus,baglafecht,5167.95,44.66666667,2,ploceidae,31.6,,,,82,78,0.02171925,1
ploceus,Ploceus_bannermani,Ploceus,bannermani,4392.75,23.54166667,2,ploceidae,30.8,,,,78.6,76.2,0.013467575,2
ploceus,Ploceus_bertrandi,Ploceus,bertrandi,3014.6,89.15178571,2,ploceidae,39.05,40.1,38,0.023360776,83.2,79.6,0.019210259,1
ploceus,Ploceus_bicolor,Ploceus,bicolor,4651.2,85,5,ploceidae,34.56666667,35.9,34.7,0.014764974,88.1,85.05,0.01530159,2
ploceus,Ploceus_bojeri,Ploceus,bojeri,6201.6,12.55555556,3,ploceidae,22.6,25.5,19.7,0.112073954,76.1,65.8,0.063158763,0
ploceus,Ploceus_capensis,Ploceus,capensis,4651.2,4.555555556,3,ploceidae,44.15,47.9,40.4,0.073954148,91.75,85,0.033187147,0
ploceus,Ploceus_castaneiceps,Ploceus,castaneiceps,4565,8.375,2,ploceidae,26.15,29,23.3,0.095042077,76.4,69.7,0.03986058,0
ploceus,Ploceus_castanops,Ploceus,castanops,4306.6,0,1,ploceidae,21.5,23.5,19.5,0.081033251,73.2,65.4,0.048933333,1
ploceus,Ploceus_cucullatus,Ploceus,cucullatus,4306.6,3.875,5,ploceidae,36.22,39.1,32.8,0.076302914,87.24,79.19,0.042045314,1
ploceus,Ploceus_dichrocephalus,Ploceus,dichrocephalus,4306.6,1.75,1,ploceidae,18.5,,,,73,66.4,0.041154781,0
ploceus,Ploceus_galbula,Ploceus,galbula,4823.4,6.375,3,ploceidae,21.9,23.8,18.1,0.118898382,73.1,69,0.025068286,0
ploceus,Ploceus_grandis,Ploceus,grandis,4565.05,74.375,2,ploceidae,63.5,,,,112,106,0.023912157,2
ploceus,Ploceus_heuglini,Ploceus,heuglini,6201.6,8.888888889,1,ploceidae,23.6,,,,74.1,68.5,0.034127636,1
ploceus,Ploceus_hypoxanthus,Ploceus,hypoxanthus,4565,56.05555556,2,ploceidae,18.6,,,,,,,0
ploceus,Ploceus_intermedius,Ploceus,intermedius,5684.8,0.333333333,3,ploceidae,20.6,21.4,19.8,0.033748583,73.05,69.4,0.02226075,0
ploceus,Ploceus_jacksoni,Ploceus,jacksoni,5684.8,4.875,1,ploceidae,23.6,26.7,20.5,0.1147574,75.7,70.8,0.029062622,0
ploceus,Ploceus_luteolus,Ploceus,luteolus,4306.65,12.08333333,2,ploceidae,14.4,,,,61.7,60.6,0.00781254,1
ploceus,Ploceus_manyar,Ploceus,manyar,5254.1,22.1875,2,ploceidae,17.4,,,,70.6,67.45,0.019822747,0
ploceus,Ploceus_melanocephalus,Ploceus,melanocephalus,5426.35,10.13888889,4,ploceidae,23.275,25.6,20.95,0.087055938,75.8,65.3,0.064756024,0
ploceus,Ploceus_melanogaster,Ploceus,melanogaster,2928.5,22.77777778,1,ploceidae,22.4,,,,70.7,68,0.016910501,2
ploceus,Ploceus_nelicourvi,Ploceus,nelicourvi,6546.1,100,1,ploceidae,23.8,,,,,,,2
ploceus,Ploceus_nicolli,Ploceus,nicolli,7407.4,93.625,1,ploceidae,29.9,31.8,28,0.055269089,85,84,0.00513964,2
ploceus,Ploceus_nigerrimus,Ploceus,nigerrimus,4823.4,5,1,ploceidae,34.5,38.5,30.5,0.10116089,83.3,77.5,0.031343299,1
ploceus,Ploceus_nigricollis,Ploceus,nigricollis,7235.2,54.375,3,ploceidae,26.4,,,,76.6,73.3,0.019124795,1
ploceus,Ploceus_ocularis,Ploceus,ocularis,4134.4,35.125,5,ploceidae,25.2,,,,76.85,72.6,0.024707251,1
ploceus,Ploceus_pelzelni,Ploceus,pelzelni,4048.25,13,2,ploceidae,12.73333333,14.2,13.1,0.035017049,62.3,59.5,0.019971081,1
ploceus,Ploceus_philippinus,Ploceus,philippinus,3876,13.83333333,4,ploceidae,28.2,,,,73.67,72,0.009958173,1
ploceus,Ploceus_princeps,Ploceus,princeps,7235.2,83.71428571,1,ploceidae,31.2,,,,87.3,81,0.032529225,1
ploceus,Ploceus_rubiginosus,Ploceus,rubiginosus,4823.4,1,1,ploceidae,30.075,32.25,27.9,0.062925516,83.4,76.93,0.035070318,0
ploceus,Ploceus_sakalava,Ploceus,sakalava,7752,24.42857143,1,ploceidae,23.8,,,,,,,1
ploceus,Ploceus_sanctithomae,Ploceus,sanctithomae,7752,48.75,1,ploceidae,22,,,,79.7,72.6,0.040521701,2
ploceus,Ploceus_spekei,Ploceus,spekei,5168,12,3,ploceidae,35.2,38.3,32.1,0.076693742,82.9,79.6,0.017641463,1
ploceus,Ploceus_subaureus,Ploceus,subaureus,5857,11.25,3,ploceidae,30.7,35,26.4,0.122464117,84.15,77.05,0.038281477,0
ploceus,Ploceus_superciliosus,Ploceus,superciliosus,4823.4,18.55555556,1,ploceidae,21.4,,,,68.6,67.3,0.008309051,0
ploceus,Ploceus_velatus,Ploceus,velatus,4651.2,1.666666667,5,ploceidae,31.05,33.6,28.5,0.071494417,84.35,80,0.0229951,0
ploceus,Ploceus_vitellinus,Ploceus,vitellinus,4995.7,10.71428571,5,ploceidae,20.2,,,,70.1,65.6,0.028814179,1
ploceus,Ploceus_weynsi,Ploceus,weynsi,8268.8,18,1,ploceidae,29.1,30.9,27.3,0.053795832,80.6,74,0.037103322,2
ploceus,Ploceus_xanthops,Ploceus,xanthops,4306.6,38.74305556,4,ploceidae,40.8,44.3,37.3,0.074694894,92.1,85.1,0.03433007,1
ploceus,Ploceus_xanthopterus,Ploceus,xanthopterus,8441,72.77777778,3,ploceidae,22.15,25.1,19.2,0.116372493,72.9,64.95,0.050148373,0
pnoepyga,Pnoepyga_albiventer,Pnoepyga,albiventer,4306.65,100,4,timaliidae,20.9,,,,,,,2
pnoepyga,Pnoepyga_formosana,Pnoepyga,formosana,5340.2,98.75,5,timaliidae,,,,,,,,2
pnoepyga,Pnoepyga_immaculata,Pnoepyga,immaculata,6632.2,50,4,timaliidae,20.5,,,,,,,2
pnoepyga,Pnoepyga_pusilla,Pnoepyga,pusilla,5512.5,65.875,5,timaliidae,12,,,,,,,2
podoces,Podoces_pleskei,Podoces,pleskei,4651.2,0,1,corvidae,87.5,,,,,,,0
poecilodryas,Poecilodryas_albonotata,Poecilodryas,albonotata,4823.4,86,5,petroicidae,38.6,,,,,,,2
poecilodryas,Poecilodryas_brachyura,Poecilodryas,brachyura,2928.5,100,1,petroicidae,25.1,,,,,,,2
poecilodryas,Poecilodryas_cerviniventris,Poecilodryas,cerviniventris,2670.1,27.9375,2,petroicidae,19.9,21.8,18,0.083183989,,,,2
poecilodryas,Poecilodryas_hypoleuca,Poecilodryas,hypoleuca,2411.7,100,5,petroicidae,18.1,,,,,,,2
poecilodryas,Poecilodryas_placens,Poecilodryas,placens,2067.2,100,3,petroicidae,24.6,,,,,,,2
poecilodryas,Poecilodryas_superciliosa,Poecilodryas,superciliosa,2067.2,89.5,1,petroicidae,17.875,,,,87.8,81.2,0.033938487,2
poecilotriccus,Poecilotriccus_albifacies,Poecilotriccus,albifacies,2756.2,100,5,tyrannidae,8,,,,,,,2
poecilotriccus,Poecilotriccus_calopterus,Poecilotriccus,calopterus,3617.6,80.5,5,tyrannidae,7.55,,,,,,,2
poecilotriccus,Poecilotriccus_capitalis,Poecilotriccus,capitalis,5168,100,5,tyrannidae,8,,,,,,,2
poecilotriccus,Poecilotriccus_fumifrons,Poecilotriccus,fumifrons,2067.2,100,3,tyrannidae,6.6,,,,,,,1
poecilotriccus,Poecilotriccus_latirostris,Poecilotriccus,latirostris,2411.7,54.375,5,tyrannidae,8.1,,,,,,,1
poecilotriccus,Poecilotriccus_luluae,Poecilotriccus,luluae,2411.7,91.5,5,tyrannidae,7.3,,,,,,,2
poecilotriccus,Poecilotriccus_plumbeiceps,Poecilotriccus,plumbeiceps,2411.7,75.375,5,tyrannidae,5.7,,,,,,,2
poecilotriccus,Poecilotriccus_pulchellus,Poecilotriccus,pulchellus,3789.8,100,1,tyrannidae,,,,,,,,2
poecilotriccus,Poecilotriccus_ruficeps,Poecilotriccus,ruficeps,2842.35,100,4,tyrannidae,9.05,,,,,,,1
poecilotriccus,Poecilotriccus_russatus,Poecilotriccus,russatus,2325.55,98.4375,4,tyrannidae,8,,,,,,,2
poecilotriccus,Poecilotriccus_senex,Poecilotriccus,senex,2067.2,100,3,tyrannidae,,,,,,,,2
poecilotriccus,Poecilotriccus_sylvia,Poecilotriccus,sylvia,1894.9,100,5,tyrannidae,7.1,,,,45.3,44.5,0.007738191,1
poeoptera,Poeoptera_kenricki,Poeoptera,kenricki,2067.2,83.375,1,sturnidae,46.75,,,,104,99.5,0.019210259,2
poeoptera,Poeoptera_stuhlmanni,Poeoptera,stuhlmanni,3445.3,76.33333333,1,sturnidae,39.5,,,,104,98.6,0.023156424,2
poephila,Poephila_acuticauda,Poephila,acuticauda,3445.3,0,1,estrildidae,14,,,,60.2,58.45,0.012811976,0
pogonocichla,Pogonocichla_stellata,Pogonocichla,stellata,2928.5,91.875,5,muscicapidae,18.6,,,,86.4,76,0.05570015,2
poliolais,Poliolais_lopezi,Poliolais,lopezi,4134.4,42.25,3,sylviidae,12,,,,53.7,49.1,0.038892794,2
polioptila,Polioptila_albiloris,Polioptila,albiloris,6546.1,11.66666667,4,polioptilidae,6.3,,,,,,,2
polioptila,Polioptila_caerulea,Polioptila,caerulea,7062.9,11.5,5,polioptilidae,5.8,,,,52.1,50.9,0.010119941,1
polioptila,Polioptila_californica,Polioptila,californica,4823.4,4.75,5,polioptilidae,5.833333333,6.1,5.9,0.014477823,46.19,44.93,0.012011544,0
polioptila,Polioptila_clementsi,Polioptila,clementsi,6459.95,100,4,polioptilidae,5.6,,,,,,,2
polioptila,Polioptila_dumicola,Polioptila,dumicola,3962.1,18.33333333,5,polioptilidae,7,,,,,,,1
polioptila,Polioptila_guianensis,Polioptila,guianensis,6201.6,81.25,5,polioptilidae,5.966666667,,,,,,,2
polioptila,Polioptila_lactea,Polioptila,lactea,5512.5,99.125,5,polioptilidae,6.5,,,,,,,2
polioptila,Polioptila_lembeyei,Polioptila,lembeyei,4995.7,0,4,polioptilidae,5,,,,,,,1
polioptila,Polioptila_melanura,Polioptila,melanura,4823.4,1.555555556,5,polioptilidae,5.2,,,,45.77,44.3,0.014177186,1
polioptila,Polioptila_nigriceps,Polioptila,nigriceps,6890.6,14.125,1,polioptilidae,5.6,,,,,,,2
polioptila,Polioptila_plumbea,Polioptila,plumbea,5168,28.66666667,5,polioptilidae,6.1,,,,,,,1
polioptila,Polioptila_schistaceigula,Polioptila,schistaceigula,7493.55,84.25,2,polioptilidae,6,,,,,,,2
polioxolmis,Polioxolmis_rufipennis,Polioxolmis,rufipennis,4478.9,12.125,1,tyrannidae,34.5,,,,,,,1
polystictus,Polystictus_pectoralis,Polystictus,pectoralis,4306.6,15.77777778,3,tyrannidae,6.2,,,,,,,0
polystictus,Polystictus_superciliaris,Polystictus,superciliaris,3273,12.57142857,5,tyrannidae,6,,,,,,,0
pomatorhinus,Pomatorhinus_erythrocnemis,Pomatorhinus,erythrocnemis,1636.55,99.21428571,4,timaliidae,58.75,,,,,,,2
pomatorhinus,Pomatorhinus_erythrogenys,Pomatorhinus,erythrogenys,1550.4,64.75,5,timaliidae,54.9,,,,94.83,89.67,0.024298581,2
pomatorhinus,Pomatorhinus_ferruginosus,Pomatorhinus,ferruginosus,2239.5,77.5,3,timaliidae,40,,,,,,,2
pomatorhinus,Pomatorhinus_gravivox,Pomatorhinus,gravivox,1894.9,44.25,5,timaliidae,62.5,,,,,,,2
pomatorhinus,Pomatorhinus_horsfieldii,Pomatorhinus,horsfieldii,904.4,77,5,timaliidae,43,,,,98.33,93.83,0.020344323,2
pomatorhinus,Pomatorhinus_hypoleucos,Pomatorhinus,hypoleucos,1184.3,98.22222222,5,timaliidae,75.6,,,,103,102,0.004237053,2
pomatorhinus,Pomatorhinus_mcclellandi,Pomatorhinus,mcclellandi,1894.9,100,3,timaliidae,54,,,,,,,2
pomatorhinus,Pomatorhinus_melanurus,Pomatorhinus,melanurus,1033.6,25,5,timaliidae,,,,,,,,2
pomatorhinus,Pomatorhinus_montanus,Pomatorhinus,montanus,1722.7,100,5,timaliidae,28.7,30.6,26.8,0.057586632,,,,2
pomatorhinus,Pomatorhinus_musicus,Pomatorhinus,musicus,1464.25,68.79166667,4,timaliidae,39.6,,,,,,,2
pomatorhinus,Pomatorhinus_ochraceiceps,Pomatorhinus,ochraceiceps,1808.8,91.625,4,timaliidae,34,,,,92,89.5,0.011964792,2
pomatorhinus,Pomatorhinus_ruficollis,Pomatorhinus,ruficollis,1550.4,98,5,timaliidae,25.05,25.3,24.8,0.00866884,80.33,78.83,0.00818624,2
pomatorhinus,Pomatorhinus_schisticeps,Pomatorhinus,schisticeps,925.9,78.11111111,5,timaliidae,43,,,,,,,2
pomatorhinus,Pomatorhinus_swinhoei,Pomatorhinus,swinhoei,1550.4,64,5,timaliidae,,,,,,,,2
pomatostomus,Pomatostomus_halli,Pomatostomus,halli,2411.7,33.28571429,1,pomatostomidae,41.8,,,,84.3,83.3,0.005182573,2
pomatostomus,Pomatostomus_isidorei,Pomatostomus,isidorei,1162.8,82,3,pomatostomidae,71,,,,,,,2
pomatostomus,Pomatostomus_ruficeps,Pomatostomus,ruficeps,3617.6,22.5,3,pomatostomidae,57.8,,,,87.9,87.4,0.002477442,1
pomatostomus,Pomatostomus_temporalis,Pomatostomus,temporalis,1722.7,37.5625,4,pomatostomidae,75,,,,116.5,115.5,0.003743941,2
pooecetes,Pooecetes_gramineus,Pooecetes,gramineus,3789.8,8,5,emberizidae,25.7,26.5,24.9,0.027046527,81.7,78.5,0.0173524,1
poospiza,Poospiza_alticola,Poospiza,alticola,7062.9,1.857142857,3,emberizidae,,,,,,,,1
poospiza,Poospiza_cabanisi,Poospiza,cabanisi,6890.6,13.875,5,emberizidae,,,,,,,,2
poospiza,Poospiza_caesar,Poospiza,caesar,3617.6,12.625,1,emberizidae,,,,,,,,1
poospiza,Poospiza_cinerea,Poospiza,cinerea,5857.05,55.625,2,emberizidae,11.6,,,,,,,1
poospiza,Poospiza_erythrophrys,Poospiza,erythrophrys,3962.1,51.1875,4,emberizidae,14.1,,,,,,,1
poospiza,Poospiza_hispaniolensis,Poospiza,hispaniolensis,3445.3,6.777777778,3,emberizidae,16.5,,,,,,,0
poospiza,Poospiza_hypochondria,Poospiza,hypochondria,3445.3,0,1,emberizidae,21.2,,,,,,,0
poospiza,Poospiza_lateralis,Poospiza,lateralis,5512.5,100,3,emberizidae,19.2,,,,,,,2
poospiza,Poospiza_melanoleuca,Poospiza,melanoleuca,7493.55,18.125,4,emberizidae,13.1,,,,,,,1
poospiza,Poospiza_nigrorufa,Poospiza,nigrorufa,4909.55,12.55555556,4,emberizidae,17.4,,,,,,,1
poospiza,Poospiza_rubecula,Poospiza,rubecula,4134.4,2.625,1,emberizidae,,,,,,,,1
poospiza,Poospiza_thoracica,Poospiza,thoracica,7062.9,83.22222222,3,emberizidae,11.9,,,,,,,1
poospiza,Poospiza_torquata,Poospiza,torquata,5770.9,12,4,emberizidae,11,,,,,,,1
poospiza,Poospiza_whitii,Poospiza,whitii,3789.8,40,3,thraupidae,17,,,,,,,
porphyrolaema,Porphyrolaema_porphyrolaema,Porphyrolaema,porphyrolaema,2411.7,77.11111111,3,cotingidae,54.5,,,,97.2,94.6,0.011775129,2
porphyrospiza,Porphyrospiza_caerulescens,Porphyrospiza,caerulescens,6201.6,20.77777778,5,emberizidae,13,,,,,,,0
premnoplex,Premnoplex_brunnescens,Premnoplex,brunnescens,7235.2,100,5,furnariidae,16.7,,,,61.55,60.9,0.004610765,2
premnoplex,Premnoplex_tatei,Premnoplex,tatei,2239.45,78.90277778,2,furnariidae,,,,,,,,2
premnornis,Premnornis_guttuligera,Premnornis,guttuligera,7407.4,96,5,furnariidae,15.9,,,,,,,2
prinia,Prinia_atrogularis,Prinia,atrogularis,4478.9,44.875,5,cisticolidae,11.8,,,,,,,1
prinia,Prinia_bairdii,Prinia,bairdii,4306.6,100,5,cisticolidae,13.4,,,,56.8,54.4,0.018749436,2
prinia,Prinia_buchanani,Prinia,buchanani,4478.9,11.21428571,2,cisticolidae,7,,,,,,,0
prinia,Prinia_burnesii,Prinia,burnesii,4134.4,29.875,3,cisticolidae,19,,,,,,,0
prinia,Prinia_cinereocapilla,Prinia,cinereocapilla,5770.9,88.45833333,2,cisticolidae,7.25,,,,,,,1
prinia,Prinia_crinigera,Prinia,crinigera,4737.3,56.55357143,4,cisticolidae,13.8,,,,,,,0
prinia,Prinia_familiaris,Prinia,familiaris,3617.6,30,5,cisticolidae,9,,,,,,,1
prinia,Prinia_flavicans,Prinia,flavicans,4651.2,4.125,5,cisticolidae,8.75,9.3,8.2,0.054669096,53.75,51.5,0.01857124,1
prinia,Prinia_flaviventris,Prinia,flaviventris,3789.8,21.55555556,5,cisticolidae,7.6,,,,,,,1
prinia,Prinia_fluviatilis,Prinia,fluviatilis,5167.95,4.444444444,2,cisticolidae,8,,,,48.5,48,0.004500501,0
prinia,Prinia_gracilis,Prinia,gracilis,5168,7.625,5,cisticolidae,7.1,,,,46.2,45.7,0.004725775,1
